Vs30	standDev	lowerBound	upperBound
180.2339167221712 0.1047849709824485 162.30391132534567 200.144682107496
182.77291543792896 0.10498076076544115 164.55810377485508 203.00391078512678
193.65272357241267 0.10666286883906598 174.0606151410345 215.45010234869846
187.46293609210443 0.14666706801532117 161.8895129427156 217.0761513175192
200.26079168335804 0.10825088797654607 179.7145192293851 223.15606361474156
193.3735546179607 0.11094338265298852 173.06728537892968 216.06239182473448
198.4995840639953 0.12664445315989525 174.8874373046369 225.29968693488553
186.33151470208108 0.14793842457495757 160.70799133157138 216.04049110127343
206.00409780179746 0.14753531874377537 177.74692022465837 238.75343807642096
204.05027936431534 0.14959789544837376 175.69833793976733 236.97729299482
208.3132318003144 0.1658128687274423 176.48396110663273 245.88298149582187
182.60541604637197 0.15895202748998613 155.76922747718586 214.0649890194282
202.52468968162484 0.17785941801444907 169.52533513155262 241.94761154024317
196.85872702596998 0.14215909571524224 170.77164489414878 226.93087268853253
192.30398321127984 0.15096465919649055 165.35798118787676 223.64098601873494
182.59675309378395 0.17938922746444014 152.61081059198617 218.47452425590578
203.6674674652961 0.15365902704851128 174.65796493812906 237.49525146718346
201.5211859021577 0.13867599076512652 175.42621480653798 231.49783179325863
199.62798543342862 0.18457280510668458 165.9825656315321 240.09348461738986
205.28010769526963 0.17416586725592617 172.4676285424501 244.33525857294111
193.77430353009152 0.14675351817589394 167.32542680962172 224.40391412414348
189.52677902506824 0.14432265958540863 164.0559731138749 218.9521008338043
187.682318939796 0.14038020802805476 163.10114545387677 215.96815120210465
193.1613465060246 0.1702668692996967 162.91994783909718 229.0161903370475
185.89254576272904 0.16336039682876893 157.87576069432944 218.88121658557742
210.63194686602404 0.14775307507979693 181.70040559737663 244.17015963563765
190.4775421954456 0.15561488091678552 163.0275847302614 222.54941788439007
184.26787662495317 0.15653086410946931 157.56840571861565 215.49148892516493
183.70866980279675 0.17485071547313286 154.23855635345504 218.80959053697077
207.02902215760238 0.14769345969549638 178.6030110355971 239.97924652563916
192.0573804210063 0.16425928824556787 162.964909011623 226.34343551560733
213.60761244029763 0.1343479747563593 186.7540985439787 244.3224135276443
200.74320951830762 0.16066760500259922 170.94791538075893 235.73166176349207
188.15338961870765 0.14982524550859563 161.97342634685572 218.56485241720284
194.31104323770816 0.16448131871611416 164.8405877539791 229.05027237877613
176.47522008746944 0.13858433889902563 153.6375307231677 202.70765325587547
196.58357756798594 0.13918211975499414 171.04138628220585 225.9400710519661
198.6111450426541 0.13221174537060804 174.01423786990898 226.68482428802074
196.09187355840302 0.12878092618778417 172.39741533522493 223.04291976115306
204.8136270422025 0.14266544220619723 177.58244625831327 236.22054266086383
188.14494764280533 0.1441573822562937 162.88676751876193 217.3198097226443
178.10818685879522 0.14926472030251678 153.41189628881057 206.78009328824965
202.50527964577526 0.16739316035798205 171.29253025695598 239.40558425342297
205.74711810755375 0.14031314422940033 178.8119488384428 236.7396411959622
196.8013517554292 0.12732060374584353 173.2740160989361 223.52325481190232
177.56295296576994 0.11736068052122578 157.90041193793883 199.6739709476897
215.36219322933616 0.15600752939468748 184.25371635164163 251.72286991505587
211.49180176573253 0.16801820756855362 178.7821504091352 250.1859503969272
214.63872990988392 0.14623341174024568 185.43842329647197 248.437101428939
192.9993862832811 0.14025777798266192 167.742360031434 222.05937187686473
195.20769021024603 0.13434481068579793 170.66784814739054 223.2760460207512
202.89664384444788 0.1451423356854383 175.48514054733332 234.58993710203526
198.6430830947921 0.17480621789192458 166.78464748044263 236.586970428627
197.0224117322706 0.15336077540445128 169.009801790439 229.67798502557815
200.93624751531374 0.16752082744759506 169.94364018509623 237.58097403092023
200.2421822373439 0.14738215233415106 172.80182071143815 232.0399830400604
194.5932836025025 0.16017310213447572 165.79275643231475 228.3968662929077
228.27049602750066 0.11846372176792548 202.76903852611247 256.9791706633302
200.29023862087155 0.14839556887318664 172.66821812244055 232.33099943360108
212.25869325063283 0.135292391009573 185.39958059073473 243.00892546203428
189.89640525635997 0.1712812037167961 160.0037870883539 225.37369511994783
197.4295322146437 0.1291133479711443 173.5157500735957 224.63908996134694
191.56247129898156 0.13489255346264703 167.38916367603088 219.2267384834769
184.4047755819814 0.1581025057389935 157.43783831549808 215.9907784639183
198.05818487432137 0.141245345482676 171.96921961018228 228.10503347418924
212.7898197484265 0.13418154341560454 186.0700793365281 243.34652594345883
183.3846569377482 0.1531147211895024 157.34977225395096 213.7272391211306
197.28510271905262 0.15471011428399978 169.00694185790422 230.29475196108237
205.31617749845137 0.14164708458948605 178.1995581723084 236.55913165516625
207.7140634227623 0.1499924957091196 178.7824928344285 241.3275005822426
196.4394079809069 0.12788964815435622 172.85695094029623 223.23916277579968
199.2211732450732 0.1853628398010992 165.5135047344202 239.79358018445558
197.25855650223792 0.13835041027756054 171.77146946955565 226.52736355756156
188.01959381923393 0.14863270969809414 162.05138400305046 218.14912521379162
203.36200969494584 0.14299075821258478 176.26647837165223 234.62264276914408
185.5735602032103 0.19648402319085995 152.46992007951076 225.86452612119086
218.15691432711773 0.14645933390033075 188.4354033681676 252.56633529604096
201.20073296557166 0.13487406371529023 175.81442185625693 230.25264092942538
203.37377083062603 0.1406435963207267 176.69090831524434 234.08612846153744
215.91303719539178 0.14773995955629773 186.25854985794152 250.28885743228585
210.607480999946 0.11269685163612475 188.1612428083401 235.73138862779967
201.7930786718525 0.14900561185417316 173.85770851719897 234.2170902122302
183.06087920127703 0.16267795480724567 155.57700467246934 215.39999156362896
196.07099976401602 0.1551439976721628 167.8940019760824 228.97683357346696
197.16535194041768 0.13745498569858264 171.84411211391222 226.21767791508518
191.43868172526115 0.1419959025491256 166.09695015117742 220.64685009176293
215.04504060806508 0.12527016750968237 189.72531771149133 243.74379786490368
205.48964173979837 0.1402912549619259 178.59208892791295 236.4382046026397
202.94057103269552 0.15675462662553585 173.49669600765597 237.3813237876251
214.4680911059298 0.15260766535834933 184.11366335815848 249.8269887397968
194.32454727825265 0.14790525806367702 167.60741466859832 225.30047223485207
179.27241502510458 0.09269002749964497 163.402501786024 196.68363970962275
192.358092961561 0.1453761522130259 166.3314609562488 222.4572291680965
183.48471526855792 0.14536348482557016 158.6606879174152 212.1927062027343
200.8937331968604 0.15058409298128708 172.80987205893194 233.54158855003547
193.63390253522934 0.13111089308801482 169.8402658727293 220.76088975931717
202.53929197340966 0.15914845218038556 172.73963312281168 237.4797494442101
211.31113467658147 0.1751009874973184 177.36870264510554 251.74901193052457
196.5006602742392 0.15382465910478055 168.48405771907176 229.1760420003298
201.81609248396316 0.15254679546659738 173.2628930379993 235.07477262637488
195.10773319588571 0.16046521899003274 166.18251377480877 229.06758772719562
188.11564780047402 0.12662998674252104 165.74110042037742 213.5106914195509
180.45086616417674 0.1686776964047472 152.44148762196482 213.60664742496112
217.8923140454642 0.14861297466469642 187.80195820779977 252.803863032965
185.86084370172648 0.1411526365796592 161.39351978305862 214.03742398053623
182.048528324165 0.138822887109734 158.45179325724732 209.15930317802486
198.66473077715207 0.12723823358381114 174.92903901654492 225.62106026904664
209.34777949781156 0.13026254674352536 183.77907171901268 238.47379557816268
209.0860677089375 0.12658646205491295 184.22530870743785 237.30172589593485
219.0893339342546 0.12160022231090618 194.0041095017878 247.41814164154584
217.84447661397024 0.13412850640581325 190.5001328148997 249.11382102460612
186.8057850358814 0.13612853217317855 163.03109708689928 214.04751575873485
187.7829399043181 0.128389917469639 165.157044047312 213.5084986687412
182.1475949887573 0.13565245228312253 159.0414512005804 208.6106867721244
185.73018268971379 0.135124030032471 162.25529011975172 212.60139337518714
192.91294874813835 0.14235523870733188 167.31592733309242 222.4259602052916
187.57820643311052 0.13558411884733496 163.79436032522264 214.81559840521834
190.72878685704922 0.16117435775472488 162.33759669669863 224.08530664604498
198.07838283012515 0.15756873261102 169.20213962431407 231.88268086746803
161.1835303989576 0.08099709660343764 148.64286646725003 174.78222190767437
207.4425608831778 0.1262604147696193 182.83682192036832 235.35968090997005
190.3497077169375 0.17884764536106 159.1767630415871 227.62751632571621
204.87946559235257 0.12054455772591105 181.61285947888285 231.12678001905894
198.80920953858416 0.14380070632693207 172.1807698597443 229.55584313830852
204.40460687749294 0.1552069195986245 175.0189890714456 238.7240580831299
202.537528919833 0.14143625434783175 175.82495794842222 233.30846257324706
206.106475994995 0.11505716076200738 183.70583367632491 231.23859812705598
204.53021737612696 0.17620447335110337 171.48765018781612 243.93948936911764
197.65796051457775 0.13615199720417887 172.49807337029145 226.4875693476063
208.35823257472381 0.15029386649782653 179.28289975105054 242.14887834782655
211.76125879447488 0.14418354261151986 183.32782794727189 244.6046038308932
208.62474823088368 0.13759636736241604 181.8061133228982 239.39946121117484
196.74102214470523 0.17505025625414486 165.14733241781457 234.37877698573143
179.9428311435884 0.1821636293260684 149.976042752815 215.89729856612192
206.11306031878865 0.1472559826071577 177.8906209063031 238.81300440427734
193.15259725849614 0.11606567785931049 171.98630611088345 216.92381603713
209.70047596052845 0.12252284754535131 185.51901064930743 237.03387304710347
205.0437883842895 0.16142808024104974 174.47744494561584 240.96498643756485
193.28513858495486 0.14318431441896234 167.4998048510205 223.03993029146275
197.37783414409756 0.14943938245205324 169.97994324963142 229.1918014950822
186.81170396093847 0.13380763761138337 163.4150921300602 213.55807644139688
200.9226842635101 0.12475573944932511 177.35696254045376 227.61962357382
193.29074654600117 0.13021794183532404 169.69073464079003 220.17296807276344
201.91428967667514 0.1219520523968817 178.73267368253028 228.10255973707362
206.70695185351602 0.10048511655905705 186.9454722597334 228.5573618237077
195.3958589568376 0.0905415355893033 178.48168861152448 213.9129341194228
183.43980082207463 0.13616211080024176 160.08812453510393 210.19773092702872
203.58324607719052 0.14133005526133513 176.75152585929382 234.48814872647728
183.9116419000487 0.17049818514620363 155.08250258628135 218.0999884726116
197.41698866696143 0.13054493732668382 173.25651606234715 224.94661845968534
191.37672975429481 0.14238451520148587 165.97868513232228 220.66118105616982
192.77651080192516 0.14746157121920073 166.34600251287753 223.4065294961796
189.6652997415907 0.17243694398133683 159.62447006373694 225.35972029666712
201.94555921975558 0.15519764468042907 172.91506282133253 235.8499498144852
187.3425962109509 0.1373065899975105 163.3070899859196 214.91564363853087
202.22832738821856 0.1529745808992262 173.54254956352628 235.65573112239068
199.44330002793563 0.13703040592472437 173.90333165389228 228.73414527330522
199.60912212196675 0.1372231095340594 174.01438275551266 228.9684392943664
193.12967896061528 0.12859242615506228 169.82516197132972 219.63219385433146
154.44520179353518 0.18127306196074852 128.83935142775888 185.1400219941385
178.25032640491744 0.21749841057403305 143.4075361142063 221.5586413684438
199.441069149607 0.12001604899149315 176.8855212924994 224.87278649428382
157.1867541703669 0.14084380899134452 136.53634002072002 180.9604364879404
166.14351832230253 0.14932742665950283 143.0972624970632 192.90144478535922
173.6425768188858 0.18214201623776008 144.72812958545188 208.33368447907813
181.8026744729268 0.1747410692695537 152.65505344846613 216.51567831435653
198.16713788462457 0.16995736347264687 167.19377044866266 234.87845529174083
205.9828807766737 0.10198933886299975 186.01061155326573 228.0996058168836
200.10493053731574 0.16547361777456207 169.58737214235506 236.11417949050994
203.1448465896308 0.1707370224118073 171.25989083696075 240.9661041721181
206.13381040695526 0.1454185542365389 178.2357244337878 238.3986034667001
194.24180201734833 0.15455653934558017 166.42541411050593 226.7074283852719
193.65632686439187 0.16963530976183164 163.44062381940745 229.45808733602627
199.41621791623945 0.16482791307903155 169.11285527086034 235.14964550935173
194.24458610293402 0.13595282081682847 169.55295506199187 222.53200610101405
208.6659439917542 0.14692512865917765 180.15354057217655 241.69092677101995
155.6001612487879 0.13938853838304743 135.3550207123731 178.87338092982614
214.66215544971558 0.1609061641824997 182.75733928087055 252.13674681212154
