Vs30	standDev	lowerBound	upperBound
209.2652843200767 0.40550367918077496 139.5048085928421 313.91003409332995
255.6006553988069 0.3803511130810126 174.7340622097868 373.8921548213195
214.5022624841709 0.3773626056543505 147.07720902710184 312.8371888152273
178.57645331410123 0.41079615028980865 118.41799185193187 269.2964910105689
163.12387920868343 0.34694454914968864 115.30322047512625 230.77759544304723
171.5865654524884 0.29808153375494245 127.35855297371768 231.17371198349625
187.68232419184773 0.41017910364624555 124.53311506358624 282.85371963969783
166.88409605994013 0.35795580368559426 116.66933444294902 238.71141162086616
178.18979939093526 0.347528664020216 125.87893439339766 252.23922302798846
176.11495563446383 0.3044505618964264 129.88979717982326 238.79071544925918
168.39433732211617 0.44022770011348655 108.42739459849837 261.5266459842368
160.81352601162888 0.37622818788699797 110.38974966642073 234.26985047470808
179.67657747342741 0.2753503772971796 136.4295092672628 236.63262197419073
189.12944526078408 0.23363793630031554 149.72402106140984 238.9058670150247
178.02840150039404 0.30949777923971444 130.63998284082348 242.60652100209447
175.3070508110726 0.22517010957258143 139.96171248325783 219.578351241967
164.78848568918096 0.2847077255870703 123.95951508640496 219.0654343622195
185.84456063909371 0.38392199851314407 126.5944449914939 272.8255629341279
224.89570758311496 0.4171696737493404 148.18583072421532 341.3152191550587
233.2429578513766 0.35184850293991826 164.0599885711794 331.59990964924356
203.9496552796622 0.4486990759993694 130.2133292260959 319.44089085126444
202.00307491944898 0.5327953028437131 118.56811633429858 344.1502111905325
198.81760534726496 0.390664746334309 134.52137415301794 293.8450520960131
166.2899160680875 0.3787679912204189 113.85944580193691 242.86378693634194
142.56298360731537 0.3892880109792012 96.59199606419484 210.41292367032403
218.74389172828901 0.24999423430264386 170.358896405085 280.87109730190286
194.20047593866417 0.32128912246008523 140.8368156256856 267.7838510282639
207.54194183687636 0.23954419482722009 163.33270471614537 263.71728611412345
225.23059592207073 0.39177310785232267 152.22377471557223 333.2516319096483
226.01480221439724 0.29221662391183906 168.74418497298038 302.72267354393597
183.01670209659784 0.3692454621442295 126.51134080984619 264.7597680326536
233.43358097868014 0.3890379467786971 158.19993430953372 344.445381512691
188.1007333794298 0.2209733982557245 150.80750721449013 234.61621076699092
174.64514789507274 0.28121874374787587 131.83319447359614 231.35999855787955
204.88549908663936 0.26973399616915866 156.44699865622817 268.321336277103
210.38610957430814 0.47325885879372803 131.06397997853242 337.71532887268296
279.1920658822412 0.47358906532681444 173.8705206181049 448.31182062657894
184.9745280179586 0.3233555836730388 133.86911187434904 255.5897737454302
171.7929246935695 0.3464502051454887 121.49093126084074 242.92190921976328
268.5197296850258 0.274788720559026 204.00319833342144 353.4397784895258
185.4456623593588 0.428481672791543 120.8173910831195 284.64522681376
221.1158850044887 0.3663129167019414 153.29650909860132 318.9389953418342
229.89028023663357 0.36114107126481176 160.2060952059025 329.8847080652821
225.3963993110665 0.24364865482558326 176.6573484721882 287.58235794754927
234.15834398325592 0.33316315626929816 167.81034013733438 326.73868613881785
227.5266234128648 0.40658402201885374 151.5147887225558 341.67202289708194
224.12530891377241 0.3811953825165567 153.08754200271184 328.12698824835866
220.87623115922796 0.40914473307544613 146.7099886162261 332.53570497318515
230.28977693071727 0.3202472528197838 167.18335809873324 317.21686872373783
220.23740279937255 0.4524254419108168 140.08937702861195 346.23976935743326
230.777129856837 0.46098355380229433 145.54260842928258 365.92778046050245
184.46655813891658 0.40690940745968907 122.80021700980132 277.09976334082825
221.0319491829369 0.33547130450722634 158.0380699415283 309.1351506487268
204.26513530023988 0.42834159507292485 133.09687383154656 313.4877950028593
225.32355048336171 0.33353906593606647 161.41816653513376 314.52904894306005
217.52057416454835 0.4384994726495282 140.30154052449458 337.2393489622038
217.60204040761784 0.3599145703172013 151.82876222611873 311.8687611971651
264.52781804745024 0.438956368592878 170.54344086057125 410.30582101456133
278.4766974753165 0.35237191682943325 195.77430046925642 396.1156844942319
215.06092946965768 0.41575201640999404 141.90663827779892 325.92698936191334
276.64405574627665 0.2581157776366328 213.70913428941859 358.11259932439106
253.66093473154282 0.3466634519154606 179.34924972973346 358.76297172049345
225.46701522671304 0.3350808718495529 161.27210030747267 315.2149371051962
195.3384288480666 0.43999951932953923 125.80512308610457 303.30324273611166
198.1656731949923 0.37245053468627315 136.5448155039039 287.59520372783203
218.92667924362107 0.34598405563953405 154.89582902086525 309.4266074665125
167.23351545627494 0.3452183378527006 118.41232271318425 236.1836002457727
187.2573713302458 0.386791029803645 127.19138976249586 275.6894407946243
177.752352261619 0.30582964724544737 130.91675391245127 241.3434322979623
186.53378155925404 0.3694072741511711 128.9216793162291 269.8913933431472
173.8610087163955 0.38155812462330063 118.71172259362527 254.63071120076353
172.20874020711457 0.3945035848374421 116.07119606415858 255.49706739757514
202.69565572838187 0.37593796054257744 139.17994450104803 295.19719237170193
203.87509030422214 0.3600718136528503 142.22860965809048 292.2411499801254
198.50445225282178 0.34167388325705783 141.05327361890176 279.3555693762538
179.5102520496395 0.41634660691313613 118.37833376638577 272.21138839914346
181.8636163323145 0.3998346527286329 121.92698629994257 271.2637780130456
180.7836158027746 0.40151805739297536 120.99905866022718 270.1071901269936
172.16291117060555 0.36724851783022866 119.24648681704737 248.56135198526042
176.31097909053344 0.46260952867694954 111.0121698769368 280.01940131719454
183.5433197348566 0.3678540687309836 127.05202468309554 265.1524074749678
170.15371317231083 0.400617269369066 113.98706240447811 253.9962474301609
168.41689284196596 0.45738958947902403 106.59672842742131 266.0893088651838
189.07805183713972 0.3969180514537928 127.13402577215324 281.20331649529743
160.19972119899765 0.2721716903023621 122.02788741732788 210.31217712118067
176.30081191815714 0.276262552572241 133.74421628903858 232.39865726850752
232.48914896327818 0.44007066149459756 149.72089956264892 361.01308864399573
185.48963633974347 0.47662649732286516 115.16576374463442 298.75549877602623
176.84088388596837 0.3480853604109824 124.85649112435443 250.46914206826133
249.93145346453338 0.3704464661498404 172.55917618219132 361.9959993604845
197.31981919855434 0.3524539909784683 138.7081199826197 280.69813831683945
210.98082590762806 0.3985672692041048 141.62744564678604 314.29578283631906
178.71831577582182 0.2848662730948608 134.41669489815285 237.62105159591528
176.32678253965196 0.2946763151850644 131.32335981566783 236.75250377714087
190.28610861542143 0.35392833556842307 133.56662790612353 271.0916918367444
169.45403246167663 0.3148987263419337 123.6781922992942 232.1724516156827
149.46298376927479 0.3565199793378248 104.64030292492134 213.4854629887942
173.3859067744025 0.35106292323052457 122.05318129461209 246.30798107110778
170.38033874667457 0.4557025952190455 108.02153761215475 268.73770243541793
203.88229791601267 0.25878359825366065 157.39510841384154 264.09963957849527
179.61475815109642 0.31216611126540705 131.45284755126374 245.4223088099754
320.42077921812984 0.2840831639506619 241.1820163828057 425.6929156434111
253.08815142271763 0.3560147751620281 177.27870123668185 361.3158938086504
167.33105150509874 0.4130478472789432 110.71134816335888 252.9070530013543
169.5689047237258 0.3855775567657241 115.31664795265343 249.34486008481278
170.6587099856293 0.41052907779792547 113.19778928667384 257.2876685798297
199.51990736219028 0.2322076905498824 158.17568205925355 251.67075567851575
196.82861135617088 0.3368773124518175 140.53492642086474 275.6717012280494
152.0503011359758 0.3775896986058544 104.23226184374383 221.80554913218154
211.46778678218192 0.21857539956980296 169.94881083271093 263.12996617889326
202.81547616002305 0.35435012883762484 142.30127320621554 289.0635933412027
200.1716271886141 0.25073163634219775 155.77980413309464 257.21357498372345
149.70012946423532 0.382371913062411 102.13160668067428 219.42403032664058
156.0490494302979 0.3790894041679437 106.81314218125438 227.98042760297346
204.99203652514893 0.3841899756856572 139.59999527470197 301.01530416271504
208.40854899900236 0.31421250988785954 152.21406024472245 285.3489567654806
192.5964402564924 0.3472320433400403 136.09660620140923 272.55190143814593
220.95710839984656 0.40049362012800455 148.03888606199232 329.79202323892764
210.50186416277552 0.4233911258889426 137.8413495780289 321.46402332574434
214.65633190412424 0.3741687371636147 147.6536835620413 312.0636052887414
165.98055788837726 0.34220074887441476 117.88032459470435 233.70775141362796
152.6473077543328 0.28167029333160903 115.17581522874411 202.30983838376852
188.27843524483262 0.3362245751774737 134.51790737753436 263.5245363931588
172.7020088513691 0.2943133016094431 128.6704282540275 231.80138798026275
181.19586580171108 0.39198204116441576 122.43699076091615 268.1537791772661
184.9764118547801 0.4072626708085713 123.09613588547124 277.9638263747294
150.51966864394296 0.41244596110118814 99.64838135375153 227.36115068696424
199.6643507570031 0.3086349833075136 146.64324424958386 271.8560487884777
195.06700591468342 0.4123175992277141 129.15658692718054 294.6124367468202
167.128485613675 0.3574412696753084 116.90032187038236 238.93801365654897
210.4518325203282 0.319948703006681 152.82723491160831 289.80419515396284
211.99937991771048 0.38361565460436586 144.45495013131293 311.12632031397214
212.9070611108329 0.35205519818890685 149.7250391285585 302.75107580323066
165.4954809790863 0.38449005567331285 112.66894556387996 243.0905347292036
173.97477021858884 0.39408870411080016 117.31018562316461 258.01016776018184
162.99358471121388 0.3405003531641505 115.95596294777285 229.1120523830026
159.3960489696619 0.3567817022983566 111.56532311207987 227.7329524839413
204.5298285782339 0.2772271456808178 155.00954259971058 269.8701646147546
226.86246129872293 0.2390475097517802 178.62639158118807 288.1241449874014
233.69549939727162 0.321110126855351 169.50948034057447 322.1860295295099
175.2974153737169 0.399756788675565 117.53395365588558 261.4494184946244
184.47435948834632 0.4072271559353062 122.76639537004583 277.1995480201164
169.8734172223203 0.32614015992616585 122.59832918079054 235.37823126638514
142.20611473552762 0.2555232180983449 110.14022198354138 183.60757499831425
188.1793774266041 0.3425756478551475 133.59595655330835 265.0639959640858
170.80695524908052 0.47307207488843084 106.42727917128605 274.13099525457756
176.36904197575004 0.39354125344109064 118.98975247239296 261.41779708854205
179.17186778566668 0.4847589033776694 110.34221666368876 290.9363177255136
204.19754437017178 0.2781004170946733 154.62262377831107 269.66711667362785
215.55336742081008 0.31109085223938343 157.92459484470794 294.2116410185472
163.65144512145346 0.3634415016701578 113.78347836208958 235.37508147811442
189.16597935936082 0.3454395069784453 133.91232842755005 267.2178743150301
190.85872277025496 0.3703708478065768 131.7837913259497 276.415268455857
156.58298096938995 0.4197402181759052 102.90908011945749 238.25137588247227
193.98090787025927 0.3006835755219156 143.606391641033 262.0258902697634
273.3395531850848 0.4433378869796071 175.4540034423073 425.83531791561205
169.29848099730282 0.3888965648187664 114.75125113580786 249.77484240300535
187.14309500957557 0.38093166071701023 127.86076231983313 273.91153763151397
195.23440306955638 0.43570411048540514 126.27938495574439 301.84239617008143
166.33295836686324 0.4456071257826491 106.5255036092926 259.7185847677064
175.33389936029272 0.2319957629489012 139.03092486187333 221.116102733455
221.34661207612035 0.23542168965456475 174.91640317963302 280.10136149015744
231.45379967360952 0.22722225819825623 184.40935205445976 290.4996996439248
212.88860172621983 0.20736323956072608 173.01975742535728 261.94440114446047
174.50695823888825 0.4146902430091211 115.26967384629371 264.18638534881444
177.25552165946445 0.3479454464385672 125.16675275242756 251.02129173962712
177.8513344243423 0.40244666347486885 118.92598656568322 265.9729641094822
188.54043798411047 0.41718784504821915 124.22875493860384 286.1454803504102
178.18821678936524 0.3898508855554285 120.66154817015045 263.14133279477096
