Vs30	standDev	lowerBound	upperBound
181.99794419272047 0.2141789732855198 146.9094511013026 225.46712578441378
198.07194143728083 0.22538410508149456 158.10291792016807 248.14528726499216
182.86025932926884 0.20759687981834365 148.58027299788148 225.04921930278186
182.14808559667364 0.2402463533090178 143.24746513603628 231.61265056261493
207.36661840292646 0.2630075872957672 159.4101981731547 269.7500845031031
226.87834169124108 0.18952546853040694 187.70816925817653 274.2223853761514
177.14793388388821 0.23743608413124706 139.70723912875292 224.62250828970744
194.22789540353224 0.20549603391504964 158.1487671511529 238.5379034717975
207.069200289535 0.2238360988771403 165.54067573243216 259.01581903563016
216.17432014490686 0.244506027742893 169.2842224882423 276.0525228117962
186.7636200856999 0.16840240033702678 157.81782369447066 221.01844374082398
203.77933422805484 0.15716281853342925 174.14266810568031 238.45974975661227
208.27245331986558 0.1995162088034112 170.60157813183176 254.26150969339716
201.77502493806682 0.20502756767868557 164.3709511966149 247.6907287593524
193.38467611387358 0.17640186086260956 162.11070805037724 230.6919351931161
212.4164326840295 0.2944853499048408 158.23215707331732 285.1553167748451
234.13795056438582 0.1715531481688701 197.2273897559194 277.9562207984119
217.84687209124215 0.17495587177284627 182.88115627275118 259.4978107485262
195.01481766164088 0.20920072892146097 158.20233495908965 240.39328570869455
205.140752553309 0.1511539593821354 176.36264920936367 238.61474380655667
201.30967246167134 0.27353147396515703 153.13393146147973 264.6414405994628
218.1651743182812 0.2621972149132762 167.84740135198135 283.5673528571085
208.6273689643544 0.19381206443472912 171.8698789220828 253.24611475825316
216.13224457135664 0.2545795285730831 167.5548792894263 278.79311746429454
186.3693350188519 0.16257499836687853 158.40505292485136 219.2703350937104
211.27993774872877 0.18254406348628113 176.02744314865893 253.59234501524807
180.50534005432823 0.3393819649466894 128.557772813441 253.44385699191378
205.43619037610776 0.1661861891243658 173.98155493508617 242.57760158538096
188.8490779985912 0.24275178434820827 148.14571979939197 240.73577224648486
212.38733597565817 0.18713020631053814 176.14040942656476 256.09331004560534
186.67623416450334 0.23931509627137582 146.94533574348125 237.1495238384005
178.24474269876268 0.24513553172659452 139.49406187578938 227.7601488731352
167.87650480896338 0.17704393276266456 140.63736330169976 200.39141950077567
207.90343008260214 0.24894835622338207 162.08572099300684 266.6726962455647
216.03713834427668 0.25624672198297105 167.20215807272342 279.1354231425914
188.29352774274426 0.2882902297888671 141.13428784946095 251.2107662145476
198.9189811483844 0.2789821268669425 150.4928365000883 262.9278707301667
152.51400968421805 0.16744430942417507 128.99996708228502 180.31417895727512
204.875098835579 0.30244816798052215 151.40408944476826 277.23033292439663
