H [m],qc [MPa],fs [MPa],u2 [MPa],TA [degrees],v [cm/s],Rf [%],Uo [MPa],qt [MPa],ft [MPa],Rf(qc) [%],Rfd [%],soil [],UW [kN/m3]
1.90,1.089,0.081,-0.0064,3.230,30.000,7.446,0.000,1.086,0.081,7.422,4.744,0,17.50
1.92,1.069,0.081,-0.0064,3.230,32.000,7.584,0.000,1.066,0.081,7.560,6.061,0,17.50
1.94,0.965,0.073,-0.0064,3.230,30.000,7.582,0.000,0.962,0.073,7.555,6.508,0,17.50
1.96,0.919,0.049,-0.0065,3.250,31.000,5.345,0.000,0.916,0.049,5.322,4.214,0,17.50
1.98,0.919,0.016,-0.0063,3.250,32.000,1.764,0.000,0.916,0.016,1.752,1.277,0,18.00
2.00,0.799,0.011,-0.0062,3.230,9.000,1.415,0.000,0.796,0.011,1.402,0.857,0,18.00
2.02,0.770,0.014,-0.0060,3.230,45.000,1.846,0.000,0.767,0.014,1.832,0.830,0,18.00
2.04,0.770,0.015,-0.0060,3.230,43.000,2.002,0.000,0.767,0.015,1.988,0.731,0,18.00
2.06,2.615,0.015,-0.0060,3.460,43.000,0.588,0.000,2.613,0.015,0.585,0.583,0,18.50
2.08,2.615,0.071,-0.0048,3.460,43.000,2.703,0.000,2.613,0.071,2.699,2.218,0,18.00
2.10,1.842,0.064,-0.0061,3.480,43.000,3.477,0.000,1.840,0.064,3.469,1.697,0,18.00
2.12,5.406,0.064,-0.0061,3.510,38.000,1.184,0.000,5.404,0.064,1.182,1.471,0,18.50
2.14,5.406,0.088,-0.0083,3.510,38.000,1.627,0.000,5.403,0.088,1.624,1.804,0,18.50
2.16,6.794,0.126,-0.0014,3.570,37.000,1.856,0.000,6.793,0.126,1.856,2.348,0,18.50
2.18,7.083,0.118,-0.0002,3.620,11.000,1.669,0.000,7.083,0.118,1.669,2.081,0,18.50
2.20,7.315,0.065,-0.0006,3.690,20.000,0.891,0.000,7.315,0.065,0.891,1.091,0,19.00
2.22,7.183,0.040,-0.0010,3.670,19.000,0.550,0.000,7.183,0.040,0.550,0.630,0,19.00
2.24,6.508,0.048,-0.0013,3.700,19.000,0.735,0.000,6.508,0.048,0.734,0.776,0,19.00
2.26,6.305,0.039,-0.0011,3.680,20.000,0.614,0.000,6.305,0.039,0.614,0.641,0,19.00
2.28,6.031,0.023,-0.0011,3.690,21.000,0.388,0.000,6.031,0.023,0.388,0.403,0,19.00
2.30,5.850,0.009,-0.0001,3.670,23.000,0.152,0.000,5.850,0.009,0.152,0.163,0,19.00
2.32,5.056,0.013,-0.0005,3.670,24.000,0.253,0.000,5.055,0.013,0.253,0.255,0,19.00
2.34,4.198,0.014,-0.0011,3.680,24.000,0.322,0.000,4.198,0.014,0.322,0.299,0,19.00
2.36,4.073,0.010,-0.0016,3.680,24.000,0.253,0.000,4.072,0.010,0.253,0.256,0,19.00
2.38,4.206,0.013,-0.0020,3.700,25.000,0.314,0.000,4.205,0.013,0.314,0.373,0,19.00
2.40,3.450,0.014,-0.0021,3.720,24.000,0.395,0.000,3.449,0.014,0.394,0.447,0,18.50
2.42,2.349,0.010,-0.0031,3.710,24.000,0.415,0.000,2.348,0.010,0.413,0.380,0,18.50
2.44,1.612,0.016,-0.0036,3.720,24.000,1.008,0.000,1.610,0.016,1.005,0.763,0,18.00
2.46,1.196,0.027,0.0034,3.710,27.000,2.252,0.000,1.197,0.027,2.257,1.525,0,18.00
2.48,0.959,0.029,0.0055,3.710,27.000,3.002,0.000,0.961,0.029,3.015,2.021,0,18.00
2.50,0.516,0.048,0.0050,3.710,27.000,9.335,0.000,0.518,0.048,9.382,4.490,0,12.50
2.52,0.441,0.042,0.0052,3.710,27.000,9.423,0.000,0.443,0.042,9.481,5.266,0,12.50
2.54,0.365,0.042,0.0056,3.720,28.000,11.420,0.000,0.367,0.042,11.507,6.891,0,12.50
2.56,0.306,0.040,0.0057,3.720,27.000,12.780,0.000,0.309,0.039,12.896,8.020,0,12.50
2.58,0.332,0.036,0.0059,3.720,28.000,10.640,0.000,0.334,0.036,10.736,8.598,0,12.50
2.60,0.333,0.028,0.0061,3.680,27.000,8.228,0.000,0.336,0.028,8.308,7.742,0,12.50
2.62,0.322,0.016,0.0063,3.680,28.000,5.025,0.000,0.325,0.016,5.085,4.809,0,17.50
2.64,0.322,0.010,0.0063,3.680,29.000,2.934,0.000,0.325,0.010,2.977,2.895,0,17.50
2.66,0.325,0.010,0.0065,3.700,27.000,3.061,0.000,0.328,0.010,3.106,3.069,0,17.50
2.68,0.333,0.010,0.0066,3.680,28.000,2.934,0.000,0.335,0.010,2.977,2.984,0,17.50
2.70,0.340,0.010,0.0067,3.660,27.000,2.813,0.000,0.342,0.010,2.855,2.918,0,17.50
2.72,0.332,0.011,0.0068,3.670,27.000,3.180,0.000,0.334,0.011,3.227,3.228,0,17.50
2.74,0.337,0.011,0.0068,3.700,26.000,3.306,0.000,0.340,0.011,3.353,3.512,0,17.50
2.76,0.338,0.010,0.0071,3.700,27.000,3.031,0.000,0.341,0.010,3.078,3.332,0,17.50
2.78,0.336,0.010,0.0071,3.700,27.000,2.929,0.000,0.339,0.010,2.975,3.309,0,17.50
2.80,0.339,0.010,0.0072,3.720,26.000,2.876,0.000,0.342,0.010,2.922,3.395,0,17.50
2.82,0.322,0.009,0.0073,3.720,21.000,2.620,0.000,0.325,0.009,2.667,3.068,0,17.50
2.84,0.216,0.008,0.0073,3.720,82.000,3.439,0.000,0.219,0.008,3.520,2.817,0,17.50
2.86,0.216,0.008,0.0073,3.720,82.000,3.439,0.000,0.219,0.008,3.520,2.985,0,17.50
2.88,0.216,0.008,0.0073,3.720,82.000,3.439,0.000,0.219,0.008,3.520,2.942,0,17.50
2.90,0.216,0.008,0.0073,3.720,82.000,3.439,0.000,0.219,0.008,3.520,2.919,0,17.50
2.92,0.216,0.008,0.0073,3.720,82.000,3.439,0.000,0.219,0.008,3.520,2.916,0,17.50
2.94,0.216,0.008,0.0073,3.720,82.000,3.439,0.000,0.219,0.008,3.520,2.874,0,17.50
2.96,0.170,0.008,0.0073,3.720,23.000,4.356,0.000,0.173,0.008,4.476,2.739,0,17.50
2.98,0.379,0.020,0.0173,3.660,24.000,5.104,0.000,0.386,0.020,5.245,6.816,0,17.50
3.00,0.358,0.017,0.0175,3.680,23.000,4.720,0.000,0.365,0.017,4.863,5.675,0,17.50
3.02,0.342,0.016,0.0177,3.720,10.000,4.525,0.000,0.350,0.016,4.673,4.984,0,17.50
3.04,0.364,0.016,0.0180,3.720,22.000,4.366,0.000,0.371,0.016,4.504,4.917,0,17.50
3.06,0.360,0.016,0.0181,3.710,23.000,4.256,0.000,0.367,0.016,4.394,4.569,0,17.50
3.08,0.375,0.015,0.0182,3.720,23.000,3.902,0.000,0.382,0.015,4.028,4.151,0,17.50
3.10,0.377,0.015,0.0183,3.720,23.000,3.804,0.000,0.384,0.015,3.929,4.078,0,17.50
3.12,0.375,0.014,0.0184,3.720,24.000,3.639,0.000,0.382,0.014,3.761,3.869,0,17.50
3.14,0.353,0.014,0.0185,3.720,23.000,3.718,0.000,0.361,0.013,3.851,3.715,0,17.50
3.16,0.351,0.015,0.0187,3.720,23.000,4.070,0.000,0.359,0.015,4.212,4.041,0,17.50
3.18,0.367,0.015,0.0189,3.720,23.000,3.928,0.000,0.375,0.015,4.062,4.033,0,17.50
3.20,0.370,0.014,0.0189,3.720,23.000,3.784,0.000,0.378,0.014,3.915,3.754,0,17.50
3.22,0.374,0.014,0.0191,3.720,23.000,3.721,0.000,0.382,0.014,3.850,3.480,0,17.50
3.24,0.361,0.014,0.0192,3.720,22.000,3.739,0.000,0.369,0.014,3.874,3.335,0,17.50
3.26,0.365,0.013,0.0192,3.720,22.000,3.542,0.000,0.373,0.013,3.671,3.185,0,17.50
3.28,0.396,0.014,0.0196,3.720,22.000,3.295,0.000,0.404,0.013,3.412,3.207,0,17.50
3.30,0.559,0.015,0.0198,3.720,23.000,2.644,0.000,0.567,0.015,2.718,3.608,0,17.50
3.32,0.680,0.018,0.0200,3.720,21.000,2.614,0.000,0.688,0.018,2.675,4.313,0,18.00
3.34,0.441,0.020,0.0199,3.720,22.000,4.365,0.000,0.449,0.020,4.491,4.680,0,17.50
3.36,0.362,0.022,0.0198,3.720,22.000,5.832,0.000,0.370,0.022,6.017,5.107,0,17.50
3.38,0.355,0.018,0.0202,3.720,22.000,4.898,0.000,0.363,0.018,5.069,4.190,0,17.50
3.40,0.370,0.017,0.0203,3.720,21.000,4.472,0.000,0.378,0.017,4.628,3.992,0,17.50
3.42,0.379,0.017,0.0205,3.720,21.000,4.315,0.000,0.387,0.017,4.465,4.090,0,17.50
3.44,0.386,0.016,0.0205,3.720,21.000,4.032,0.000,0.394,0.016,4.173,3.699,0,17.50
3.46,0.403,0.016,0.0207,3.720,20.000,3.790,0.000,0.411,0.016,3.922,2.396,0,17.50
3.48,0.396,0.015,0.0209,3.720,20.000,3.584,0.000,0.404,0.014,3.715,1.610,0,17.50
3.50,0.382,0.014,0.0209,3.720,20.000,3.452,0.000,0.391,0.013,3.585,1.218,0,17.50
3.52,0.392,0.014,0.0211,3.720,20.000,3.491,0.000,0.401,0.014,3.622,1.105,0,17.50
3.54,0.923,0.014,0.0212,3.720,19.000,1.458,0.000,0.932,0.014,1.495,0.987,0,18.00
3.56,2.907,0.012,0.0218,3.720,20.000,0.401,0.000,2.916,0.012,0.409,0.800,0,18.50
3.58,3.149,0.018,0.0218,3.720,22.000,0.560,0.000,3.158,0.018,0.568,1.137,0,18.50
3.60,2.684,0.017,0.0189,3.720,26.000,0.632,0.000,2.692,0.017,0.641,1.053,0,18.50
3.62,2.135,0.016,0.0146,3.720,27.000,0.741,0.000,2.141,0.016,0.749,0.946,0,18.50
3.64,1.628,0.014,0.0141,3.720,29.000,0.861,0.000,1.634,0.014,0.872,0.779,0,18.00
3.66,1.361,0.018,0.0140,3.720,31.000,1.285,0.000,1.366,0.018,1.301,0.891,0,18.00
3.68,1.361,0.031,0.0142,3.720,32.000,2.273,0.000,1.366,0.031,2.293,1.563,0,18.00
3.70,1.043,0.038,0.0145,3.720,33.000,3.658,0.000,1.049,0.038,3.693,1.962,0,17.50
3.72,1.028,0.039,0.0147,3.720,31.000,3.767,0.000,1.034,0.039,3.803,1.984,0,17.50
3.74,1.823,0.039,0.0147,3.730,31.000,2.130,0.000,1.829,0.039,2.145,1.978,0,18.00
3.76,2.727,0.041,0.0148,3.750,31.000,1.484,0.000,2.733,0.041,1.493,2.002,0,18.00
3.78,3.021,0.035,0.0136,3.740,31.000,1.158,0.000,3.027,0.035,1.165,1.678,0,18.50
3.80,2.778,0.027,0.0053,3.750,29.000,0.973,0.000,2.780,0.027,0.975,1.287,0,18.50
3.82,2.778,0.020,0.0030,3.750,30.000,0.715,0.000,2.779,0.020,0.716,0.944,0,18.50
3.84,2.201,0.016,0.0024,3.760,30.000,0.735,0.000,2.202,0.016,0.736,0.773,0,18.50
3.86,2.239,0.020,0.0023,3.800,31.000,0.901,0.000,2.240,0.020,0.902,1.014,0,18.50
3.88,2.083,0.014,0.0013,3.810,29.000,0.695,0.000,2.084,0.014,0.696,0.801,0,18.50
3.90,1.436,0.018,0.0007,3.810,29.000,1.266,0.000,1.437,0.018,1.267,1.135,0,18.00
3.92,1.086,0.022,0.0007,3.800,18.000,1.979,0.000,1.086,0.021,1.980,1.538,0,18.00
3.94,0.878,0.021,0.0016,3.720,0.000,2.422,0.000,0.879,0.021,2.426,1.799,0,18.00
3.96,0.693,0.030,0.0016,3.720,19.000,4.366,0.000,0.694,0.030,4.373,2.969,0,17.50
3.98,0.721,0.030,0.0018,3.720,18.000,4.085,0.000,0.722,0.029,4.092,3.461,0,17.50
4.00,0.739,0.028,0.0019,3.720,17.000,3.836,0.000,0.740,0.028,3.843,4.073,0,17.50
4.02,0.525,0.027,0.0019,3.740,21.000,5.114,0.000,0.526,0.027,5.125,4.456,0,17.50
4.04,0.421,0.028,0.0019,3.740,22.000,6.610,0.000,0.422,0.028,6.627,5.141,0,17.50
4.06,0.406,0.023,0.0020,3.740,23.000,5.728,0.000,0.406,0.023,5.745,4.698,0,17.50
4.08,0.387,0.017,0.0022,3.740,20.000,4.303,0.000,0.388,0.017,4.319,3.601,0,17.50
4.10,0.379,0.014,0.0027,3.740,17.000,3.549,0.000,0.380,0.013,3.567,3.145,0,17.50
4.12,0.407,0.013,0.0028,3.760,19.000,3.207,0.000,0.408,0.013,3.223,3.332,0,17.50
4.14,0.416,0.015,0.0028,3.780,19.000,3.569,0.000,0.417,0.015,3.585,3.913,0,17.50
4.16,0.364,0.015,0.0029,3.780,20.000,4.071,0.000,0.365,0.015,4.092,3.915,0,17.50
4.18,0.338,0.012,0.0031,3.810,20.000,3.529,0.000,0.339,0.012,3.551,3.113,0,17.50
4.20,0.342,0.012,0.0032,3.830,21.000,3.598,0.000,0.344,0.012,3.621,3.147,0,17.50
4.22,0.342,0.013,0.0033,3.840,22.000,3.665,0.000,0.343,0.013,3.690,3.031,0,17.50
4.24,0.389,0.013,0.0033,3.860,22.000,3.249,0.000,0.390,0.013,3.269,2.763,0,17.50
4.26,0.419,0.013,0.0034,3.850,23.000,3.107,0.000,0.421,0.013,3.125,2.634,0,17.50
4.28,0.459,0.016,0.0036,3.870,22.000,3.554,0.000,0.460,0.016,3.574,3.171,0,17.50
4.30,0.481,0.016,0.0036,3.890,22.000,3.388,0.000,0.483,0.016,3.406,3.082,0,17.50
4.32,0.616,0.018,0.0036,3.910,23.000,2.893,0.000,0.618,0.018,2.905,3.281,0,17.50
4.34,0.890,0.015,0.0037,3.900,24.000,1.656,0.000,0.891,0.015,1.663,2.661,0,18.00
4.36,0.831,0.012,0.0038,3.940,23.000,1.484,0.000,0.833,0.012,1.492,2.210,0,18.00
4.38,0.583,0.019,0.0036,3.960,24.000,3.229,0.000,0.584,0.019,3.244,3.348,0,17.50
4.40,0.501,0.023,0.0038,3.970,25.000,4.554,0.000,0.502,0.023,4.575,4.006,0,17.50
4.42,0.491,0.024,0.0038,3.970,26.000,4.970,0.000,0.492,0.024,4.994,4.144,0,17.50
4.44,0.458,0.024,0.0038,3.990,25.000,5.323,0.000,0.460,0.024,5.349,3.850,0,17.50
4.46,0.444,0.023,0.0039,4.000,25.000,5.214,0.000,0.446,0.023,5.242,3.400,0,17.50
4.48,0.456,0.022,0.0040,4.000,26.000,4.775,0.000,0.458,0.022,4.801,2.903,0,17.50
4.50,0.538,0.021,0.0041,4.000,27.000,3.961,0.000,0.539,0.021,3.981,2.532,0,17.50
4.52,0.697,0.018,0.0041,4.010,27.000,2.587,0.000,0.698,0.018,2.599,1.847,0,18.00
4.54,1.113,0.019,0.0042,4.010,26.000,1.665,0.000,1.115,0.019,1.671,1.605,0,18.00
4.56,1.426,0.019,0.0043,4.010,26.000,1.313,0.000,1.428,0.019,1.318,1.402,0,18.00
4.58,1.593,0.018,0.0043,4.010,27.000,1.132,0.000,1.595,0.018,1.136,1.193,0,18.00
4.60,1.579,0.021,0.0041,4.010,26.000,1.319,0.000,1.581,0.021,1.323,1.214,0,18.00
4.62,1.985,0.028,0.0041,4.000,26.000,1.392,0.000,1.986,0.028,1.396,1.472,0,18.00
4.64,2.462,0.033,0.0040,4.010,26.000,1.330,0.000,2.464,0.033,1.332,1.679,0,18.00
4.66,2.458,0.033,0.0035,4.010,27.000,1.336,0.000,2.460,0.033,1.338,1.688,0,18.00
4.68,2.388,0.034,0.0024,4.010,27.000,1.422,0.000,2.389,0.034,1.424,1.803,0,18.00
4.70,2.700,0.036,0.0020,4.010,27.000,1.347,0.000,2.701,0.036,1.348,2.012,0,18.00
4.72,2.298,0.037,0.0021,4.010,28.000,1.600,0.000,2.299,0.037,1.601,2.148,0,18.00
4.74,1.490,0.033,0.0014,4.010,28.000,2.186,0.000,1.490,0.033,2.188,2.069,0,18.00
4.76,1.054,0.024,0.0091,3.980,29.000,2.307,0.000,1.058,0.024,2.324,1.759,0,18.00
4.78,0.741,0.026,0.0091,3.990,28.000,3.507,0.000,0.745,0.026,3.537,2.152,0,17.50
4.80,0.741,0.032,0.0091,3.990,29.000,4.245,0.000,0.745,0.032,4.279,3.036,0,17.50
4.82,0.528,0.029,0.0092,4.030,29.000,5.421,0.000,0.531,0.029,5.478,3.430,0,17.50
4.84,0.469,0.026,0.0093,4.020,27.000,5.459,0.000,0.473,0.026,5.524,3.846,0,17.50
4.86,0.456,0.026,0.0094,3.980,26.000,5.696,0.000,0.460,0.026,5.765,4.547,0,17.50
4.88,0.528,0.032,0.0166,4.040,18.000,5.901,0.000,0.534,0.032,6.008,6.056,0,17.50
4.90,0.481,0.032,0.0166,4.000,32.000,6.458,0.000,0.488,0.032,6.584,6.390,0,17.50
4.92,0.481,0.025,0.0161,4.000,32.000,5.171,0.000,0.488,0.025,5.275,5.410,0,17.50
4.94,0.439,0.024,0.0162,4.060,20.000,5.415,0.000,0.446,0.024,5.534,5.262,0,17.50
4.96,0.444,0.023,0.0163,4.060,23.000,5.062,0.000,0.451,0.023,5.174,5.004,0,17.50
4.98,0.450,0.022,0.0164,4.070,24.000,4.826,0.000,0.457,0.022,4.934,4.825,0,17.50
5.00,0.439,0.022,0.0165,4.070,22.000,4.920,0.000,0.446,0.022,5.033,4.855,0,17.50
5.02,0.449,0.021,0.0166,4.070,23.000,4.571,0.000,0.456,0.021,4.677,4.619,0,17.50
5.04,0.443,0.020,0.0167,4.070,22.000,4.412,0.000,0.450,0.020,4.518,4.399,0,17.50
5.06,0.444,0.019,0.0168,4.070,22.000,4.261,0.000,0.451,0.019,4.364,4.213,0,17.50
5.08,0.462,0.019,0.0170,4.060,25.000,4.103,0.000,0.469,0.019,4.202,4.151,0,17.50
5.10,0.473,0.019,0.0170,4.060,25.000,4.003,0.000,0.480,0.019,4.098,4.097,0,17.50
5.12,0.476,0.020,0.0171,4.050,25.000,4.022,0.000,0.483,0.019,4.117,4.077,0,17.50
5.14,0.481,0.020,0.0172,4.050,25.000,4.087,0.000,0.488,0.020,4.182,4.138,0,17.50
5.16,0.504,0.021,0.0172,4.040,26.000,4.036,0.000,0.511,0.021,4.126,4.241,0,17.50
5.18,0.520,0.022,0.0173,4.050,26.000,4.050,0.000,0.527,0.021,4.139,4.345,0,17.50
5.20,0.519,0.022,0.0174,4.070,26.000,4.094,0.000,0.526,0.022,4.184,4.357,0,17.50
5.22,0.518,0.022,0.0175,4.070,26.000,4.139,0.000,0.525,0.022,4.230,4.370,0,17.50
5.24,0.504,0.023,0.0177,4.070,27.000,4.463,0.000,0.511,0.023,4.563,4.524,0,17.50
5.26,0.495,0.023,0.0178,4.070,26.000,4.602,0.000,0.502,0.023,4.706,4.488,0,17.50
5.28,0.492,0.023,0.0179,4.070,26.000,4.667,0.000,0.500,0.023,4.773,4.409,0,17.50
5.30,0.497,0.023,0.0179,4.080,25.000,4.526,0.000,0.504,0.023,4.629,4.251,0,17.50
5.32,0.508,0.023,0.0179,4.070,25.000,4.353,0.000,0.515,0.022,4.451,4.146,0,17.50
5.34,0.556,0.023,0.0180,4.070,26.000,3.982,0.000,0.563,0.022,4.068,4.130,0,17.50
5.36,0.599,0.022,0.0182,4.070,26.000,3.614,0.000,0.606,0.022,3.689,4.015,0,17.50
5.38,0.656,0.023,0.0182,4.070,27.000,3.379,0.000,0.663,0.022,3.446,4.081,0,17.50
5.40,0.609,0.026,0.0182,4.070,26.000,4.189,0.000,0.616,0.026,4.270,4.671,0,17.50
5.42,0.563,0.026,0.0183,4.070,26.000,4.527,0.000,0.570,0.026,4.620,4.662,0,17.50
5.44,0.540,0.022,0.0184,4.070,27.000,4.055,0.000,0.548,0.022,4.146,4.021,0,17.50
5.46,0.540,0.022,0.0185,4.070,27.000,3.927,0.000,0.548,0.022,4.016,3.875,0,17.50
5.48,0.531,0.021,0.0185,4.070,27.000,3.882,0.000,0.539,0.021,3.972,3.490,0,17.50
5.50,0.525,0.020,0.0186,4.070,27.000,3.777,0.000,0.533,0.020,3.867,2.745,0,17.50
5.52,0.508,0.021,0.0187,4.070,27.000,4.000,0.000,0.515,0.021,4.097,2.157,0,17.50
5.54,0.501,0.020,0.0188,4.070,27.000,3.918,0.000,0.508,0.020,4.016,1.623,0,17.50
5.56,0.588,0.021,0.0188,4.070,27.000,3.409,0.000,0.596,0.020,3.486,1.334,0,17.50
5.58,1.089,0.017,0.0190,4.070,27.000,1.505,0.000,1.097,0.017,1.533,0.896,0,18.00
5.60,2.140,0.016,0.0190,4.070,26.000,0.755,0.000,2.148,0.016,0.766,0.745,0,18.50
5.62,3.082,0.023,0.0157,4.070,24.000,0.733,0.000,3.089,0.023,0.740,0.908,0,18.50
5.64,3.576,0.022,0.0099,4.070,25.000,0.623,0.000,3.580,0.022,0.626,0.799,0,18.50
5.66,3.822,0.020,0.0101,4.070,24.000,0.515,0.000,3.826,0.020,0.518,0.638,0,18.50
5.68,4.140,0.015,0.0102,4.070,25.000,0.372,0.000,4.144,0.015,0.374,0.452,0,19.00
5.70,4.253,0.014,0.0134,4.070,25.000,0.330,0.000,4.259,0.014,0.334,0.385,0,19.00
5.72,3.934,0.014,0.0145,4.070,23.000,0.354,0.000,3.940,0.014,0.358,0.366,0,19.00
5.74,3.722,0.016,0.0146,4.080,24.000,0.420,0.000,3.728,0.016,0.424,0.422,0,18.50
5.76,3.805,0.019,0.0147,4.080,22.000,0.495,0.000,3.811,0.019,0.499,0.491,0,18.50
5.78,4.159,0.013,0.0148,4.150,23.000,0.306,0.000,4.165,0.013,0.310,0.318,0,19.00
5.80,3.917,0.014,0.0148,4.280,21.000,0.353,0.000,3.923,0.014,0.357,0.326,0,19.00
5.82,4.005,0.026,0.0147,4.290,21.000,0.647,0.000,4.011,0.026,0.652,0.574,0,18.50
5.84,1.888,0.011,0.0195,4.160,0.000,0.559,0.000,1.896,0.011,0.572,0.222,0,18.50
5.86,4.941,0.017,0.0188,4.230,23.000,0.346,0.000,4.949,0.017,0.350,0.334,0,19.00
5.88,5.889,0.025,0.0183,4.280,21.000,0.421,0.000,5.896,0.025,0.425,0.450,0,19.00
5.90,6.746,0.015,0.0175,4.350,19.000,0.214,0.000,6.753,0.014,0.216,0.246,0,19.00
5.92,7.028,0.012,0.0169,4.380,17.000,0.165,0.000,7.035,0.012,0.168,0.183,0,19.00
5.94,7.339,0.011,0.0168,4.380,16.000,0.147,0.000,7.345,0.011,0.150,0.157,0,19.00
5.96,7.231,0.010,0.0168,4.380,16.000,0.141,0.000,7.238,0.010,0.144,0.132,0,19.00
5.98,7.944,0.016,0.0166,4.390,17.000,0.204,0.000,7.951,0.016,0.206,0.192,0,19.50
6.00,8.448,0.026,0.0158,4.420,16.000,0.310,0.000,8.454,0.026,0.313,0.295,0,19.50
6.02,9.412,0.029,0.0155,4.440,18.000,0.303,0.000,9.418,0.029,0.305,0.309,0,19.50
6.04,10.150,0.024,0.0138,4.460,19.000,0.237,0.000,10.156,0.024,0.238,0.250,0,19.50
6.06,11.712,0.028,0.0115,4.650,19.000,0.238,0.000,11.717,0.028,0.239,0.282,0,19.50
6.08,12.209,0.037,0.0084,4.670,20.000,0.305,0.000,12.212,0.037,0.306,0.358,0,19.50
6.10,10.268,0.065,0.0018,4.730,20.000,0.637,0.000,10.268,0.065,0.637,0.597,0,19.50
6.12,10.546,0.089,-0.0005,4.750,20.000,0.842,0.000,10.546,0.089,0.842,0.796,0,19.00
6.14,11.183,0.120,-0.0028,4.770,19.000,1.071,0.000,11.182,0.120,1.070,1.073,0,19.00
6.16,9.972,0.108,-0.0048,4.800,18.000,1.086,0.000,9.970,0.108,1.085,0.983,0,19.00
6.18,12.792,0.068,-0.0064,4.860,18.000,0.535,0.000,12.789,0.068,0.534,0.648,0,19.50
6.20,13.824,0.112,-0.0108,4.930,16.000,0.810,0.000,13.820,0.112,0.809,1.118,0,19.50
6.22,10.708,0.100,-0.0118,4.940,15.000,0.934,0.000,10.704,0.100,0.932,1.032,0,19.00
6.24,9.305,0.081,-0.0129,4.970,16.000,0.873,0.000,9.300,0.081,0.872,0.876,0,19.00
6.26,8.599,0.068,-0.0138,4.990,17.000,0.793,0.000,8.593,0.068,0.791,0.765,0,19.00
6.28,6.603,0.072,-0.0138,4.990,20.000,1.086,0.000,6.598,0.072,1.083,0.828,0,19.00
6.30,6.329,0.079,-0.0138,5.000,20.000,1.260,0.000,6.323,0.080,1.256,0.984,0,18.50
6.32,6.482,0.087,-0.0150,4.980,20.000,1.341,0.000,6.476,0.087,1.338,1.157,0,18.50
6.34,6.022,0.063,-0.0151,5.010,21.000,1.048,0.000,6.016,0.063,1.044,0.864,0,18.50
6.36,7.105,0.043,-0.0156,5.000,20.000,0.601,0.000,7.098,0.043,0.598,0.588,0,19.00
6.38,7.274,0.053,-0.0182,4.950,19.000,0.735,0.000,7.267,0.053,0.731,0.731,0,19.00
6.40,6.618,0.080,-0.0177,4.890,20.000,1.207,0.000,6.610,0.080,1.203,1.058,0,18.50
6.42,7.370,0.080,-0.0170,4.880,19.000,1.087,0.000,7.363,0.080,1.084,1.016,0,19.00
6.44,8.338,0.054,-0.0171,4.810,18.000,0.648,0.000,8.331,0.054,0.645,0.650,0,19.00
6.46,8.797,0.102,-0.0169,4.780,19.000,1.161,0.000,8.790,0.102,1.158,1.153,0,19.00
