H [m],qc [MPa],fs [MPa],u2 [MPa],TA [degrees],v [cm/s],Rf [%],Uo [MPa],qt [MPa],ft [MPa],Rf(qc) [%],Rfd [%],soil [],UW [kN/m3]
3.36,0.433,0.014,0.0111,1.430,8.000,3.174,0.000,0.438,0.014,3.233,3.040,0,17.50
3.38,0.455,0.014,0.0111,1.430,9.000,3.022,0.000,0.460,0.014,3.077,3.042,0,17.50
3.40,0.463,0.012,0.0109,1.430,12.000,2.544,0.000,0.467,0.012,2.592,2.621,0,17.50
3.42,0.446,0.013,0.0113,1.430,5.000,2.860,0.000,0.451,0.013,2.915,2.832,0,17.50
3.44,0.460,0.013,0.0113,1.430,10.000,2.774,0.000,0.465,0.013,2.826,2.825,0,17.50
3.46,0.464,0.014,0.0114,1.430,10.000,2.963,0.000,0.469,0.014,3.017,3.021,0,17.50
3.48,0.468,0.014,0.0115,1.440,11.000,2.937,0.000,0.473,0.014,2.991,2.993,0,17.50
3.50,0.475,0.013,0.0115,1.440,10.000,2.686,0.000,0.480,0.013,2.737,2.760,0,17.50
3.52,0.477,0.013,0.0115,1.440,15.000,2.675,0.000,0.482,0.013,2.725,2.755,0,17.50
3.54,0.475,0.013,0.0115,1.450,17.000,2.686,0.000,0.480,0.013,2.737,2.737,0,17.50
3.56,0.481,0.013,0.0115,1.450,16.000,2.653,0.000,0.486,0.013,2.703,2.731,0,17.50
3.58,0.482,0.013,0.0116,1.450,16.000,2.647,0.000,0.487,0.013,2.697,2.725,0,17.50
3.60,0.491,0.013,0.0116,1.450,16.000,2.599,0.000,0.496,0.013,2.648,2.723,0,17.50
3.62,0.472,0.013,0.0117,1.540,14.000,2.702,0.000,0.477,0.013,2.754,2.724,0,17.50
3.64,0.479,0.013,0.0116,1.550,14.000,2.663,0.000,0.484,0.013,2.714,2.730,0,17.50
3.66,0.472,0.014,0.0117,1.630,14.000,2.912,0.000,0.477,0.014,2.966,2.939,0,17.50
3.68,0.476,0.013,0.0118,1.650,15.000,2.679,0.000,0.481,0.013,2.731,2.729,0,17.50
3.70,0.472,0.013,0.0118,1.690,15.000,2.702,0.000,0.477,0.013,2.754,2.729,0,17.50
3.72,0.473,0.014,0.0114,1.710,16.000,2.907,0.000,0.478,0.014,2.960,2.945,0,17.50
3.74,0.466,0.013,0.0118,1.720,19.000,2.736,0.000,0.471,0.013,2.790,2.732,0,17.50
3.76,0.476,0.012,0.0118,1.720,21.000,2.471,0.000,0.481,0.012,2.521,2.516,0,17.50
3.78,0.481,0.012,0.0119,1.720,21.000,2.445,0.000,0.486,0.012,2.495,2.498,0,17.50
3.80,0.482,0.012,0.0119,1.720,20.000,2.440,0.000,0.487,0.012,2.490,2.479,0,17.50
3.82,0.481,0.012,0.0119,1.720,20.000,2.445,0.000,0.486,0.012,2.495,2.419,0,17.50
3.84,0.476,0.013,0.0116,1.720,19.000,2.680,0.000,0.481,0.013,2.731,2.528,0,17.50
3.86,0.491,0.012,0.0120,1.720,18.000,2.396,0.000,0.496,0.012,2.444,2.455,0,17.50
3.88,0.510,0.012,0.0120,1.720,18.000,2.307,0.000,0.515,0.012,2.353,2.594,0,18.00
3.90,0.517,0.013,0.0118,1.720,16.000,2.469,0.000,0.522,0.013,2.515,2.586,0,17.50
3.92,0.604,0.015,0.0123,1.720,16.000,2.443,0.000,0.609,0.015,2.483,2.800,0,18.00
3.94,0.673,0.016,0.0120,1.720,16.000,2.342,0.000,0.678,0.016,2.377,2.892,0,18.00
3.96,0.185,0.001,0.0125,1.680,15.000,0.460,0.000,0.190,0.001,0.541,0.176,0,17.50
3.98,0.188,0.001,0.0125,1.680,16.000,0.453,0.000,0.193,0.001,0.532,0.173,0,17.50
4.00,0.922,0.027,0.0127,1.730,8.000,2.898,0.000,0.927,0.027,2.928,4.649,0,18.00
4.02,0.845,0.030,0.0127,1.830,19.000,3.514,0.000,0.850,0.030,3.550,5.158,0,17.50
4.04,0.674,0.032,0.0128,1.870,19.000,4.692,0.000,0.679,0.032,4.748,5.574,0,17.50
4.06,0.641,0.027,0.0129,1.840,14.000,4.158,0.000,0.646,0.027,4.212,4.816,0,17.50
4.08,0.604,0.027,0.0128,1.830,22.000,4.411,0.000,0.609,0.027,4.470,4.576,0,17.50
4.10,0.535,0.025,0.0128,1.820,20.000,4.604,0.000,0.540,0.025,4.673,4.026,0,17.50
4.12,0.527,0.022,0.0129,1.820,19.000,4.109,0.000,0.532,0.022,4.175,3.758,0,17.50
4.14,0.521,0.020,0.0129,1.810,20.000,3.776,0.000,0.526,0.020,3.839,3.583,0,17.50
4.16,0.525,0.019,0.0129,1.820,21.000,3.559,0.000,0.530,0.019,3.619,3.471,0,17.50
4.18,0.509,0.017,0.0130,1.810,15.000,3.280,0.000,0.514,0.017,3.340,3.152,0,17.50
4.20,0.528,0.015,0.0130,1.810,23.000,2.788,0.000,0.533,0.015,2.841,2.804,0,17.50
4.22,0.530,0.014,0.0130,1.810,23.000,2.591,0.000,0.535,0.014,2.642,2.606,0,17.50
4.24,0.546,0.014,0.0131,1.810,24.000,2.515,0.000,0.551,0.014,2.564,2.589,0,17.50
4.26,0.556,0.014,0.0131,1.810,24.000,2.471,0.000,0.561,0.014,2.518,2.571,0,18.00
4.28,0.551,0.015,0.0131,1.810,24.000,2.672,0.000,0.556,0.015,2.722,2.741,0,17.50
4.30,0.556,0.015,0.0131,1.810,24.000,2.649,0.000,0.561,0.015,2.698,2.729,0,17.50
4.32,0.561,0.016,0.0132,1.810,23.000,2.801,0.000,0.566,0.016,2.852,2.919,0,17.50
4.34,0.565,0.016,0.0132,1.810,24.000,2.782,0.000,0.570,0.016,2.832,2.926,0,17.50
4.36,0.563,0.016,0.0132,1.810,24.000,2.792,0.000,0.568,0.016,2.842,2.833,0,17.50
4.38,0.554,0.016,0.0132,1.810,26.000,2.837,0.000,0.559,0.016,2.888,2.390,0,17.50
4.40,0.537,0.015,0.0132,1.810,27.000,2.741,0.000,0.542,0.015,2.793,1.625,0,17.50
4.42,0.511,0.015,0.0133,1.810,26.000,2.879,0.000,0.516,0.015,2.935,1.257,0,17.50
4.44,0.515,0.013,0.0136,1.810,26.000,2.471,0.000,0.521,0.013,2.524,0.883,0,17.50
4.46,0.743,0.016,0.0135,1.810,26.000,2.119,0.000,0.749,0.016,2.153,0.905,0,18.00
4.48,1.708,0.014,0.0139,1.810,26.000,0.809,0.000,1.714,0.014,0.820,0.673,0,18.00
4.50,3.338,0.015,0.0139,1.810,25.000,0.444,0.000,3.344,0.015,0.449,0.628,0,18.50
4.52,3.531,0.016,0.0139,1.810,17.000,0.448,0.000,3.537,0.016,0.453,0.594,0,18.50
4.54,3.627,0.015,0.0142,1.820,22.000,0.409,0.000,3.633,0.015,0.414,0.500,0,18.50
4.56,3.811,0.015,0.0142,1.830,23.000,0.389,0.000,3.817,0.015,0.394,0.456,0,18.50
4.58,4.009,0.012,0.0141,1.830,22.000,0.295,0.000,4.015,0.012,0.299,0.338,0,19.00
4.60,3.953,0.012,0.0142,1.830,22.000,0.300,0.000,3.959,0.012,0.304,0.324,0,19.00
