H [m],qc [MPa],fs [MPa],u2 [MPa],TA [degrees],v [cm/s],Rf [%],Uo [MPa],qt [MPa],ft [MPa],Rf(qc) [%],Rfd [%],soil [],UW [kN/m3]
4.40,0.510,0.011,0.0440,2.170,23.000,2.021,0.000,0.528,0.011,2.179,2.224,0,18.00
4.42,0.476,0.011,0.0443,2.180,14.000,2.176,0.000,0.494,0.011,2.352,2.230,0,18.00
4.44,0.554,0.017,0.0563,2.270,17.000,2.780,0.000,0.577,0.016,2.997,3.292,0,17.50
4.46,0.554,0.017,0.0563,2.270,17.000,2.780,0.000,0.577,0.016,2.997,3.280,0,17.50
4.48,0.512,0.014,0.0562,2.330,24.000,2.567,0.000,0.535,0.014,2.792,2.818,0,17.50
4.50,0.506,0.013,0.0565,2.330,24.000,2.331,0.000,0.529,0.012,2.550,2.544,0,18.00
4.52,0.499,0.012,0.0568,2.320,23.000,2.267,0.000,0.522,0.012,2.486,2.457,0,18.00
4.54,0.500,0.013,0.0571,2.310,22.000,2.281,0.000,0.523,0.012,2.502,2.470,0,18.00
4.56,0.491,0.013,0.0573,2.320,23.000,2.355,0.000,0.515,0.012,2.584,2.539,0,18.00
4.58,0.491,0.012,0.0576,2.290,23.000,2.280,0.000,0.514,0.012,2.507,2.486,0,18.00
4.60,0.485,0.012,0.0582,2.310,18.000,2.243,0.000,0.509,0.011,2.474,2.431,0,18.00
4.62,0.485,0.012,0.0585,2.310,15.000,2.223,0.000,0.509,0.011,2.453,2.415,0,18.00
4.64,0.491,0.012,0.0586,2.310,12.000,2.276,0.000,0.515,0.012,2.507,2.497,0,18.00
4.66,0.490,0.012,0.0595,2.290,14.000,2.257,0.000,0.514,0.012,2.491,2.478,0,18.00
4.68,0.493,0.013,0.0599,2.300,19.000,2.317,0.000,0.518,0.012,2.554,2.556,0,18.00
4.70,0.500,0.013,0.0602,2.280,20.000,2.327,0.000,0.524,0.012,2.562,2.591,0,18.00
4.72,0.497,0.012,0.0605,2.310,24.000,2.261,0.000,0.522,0.012,2.495,2.501,0,18.00
4.74,0.497,0.013,0.0605,2.290,23.000,2.338,0.000,0.522,0.012,2.576,2.576,0,18.00
4.76,0.497,0.013,0.0607,2.290,23.000,2.337,0.000,0.522,0.012,2.576,2.572,0,18.00
4.78,0.499,0.013,0.0613,2.300,24.000,2.327,0.000,0.524,0.012,2.567,2.566,0,18.00
4.80,0.501,0.013,0.0617,2.300,22.000,2.389,0.000,0.527,0.013,2.633,2.643,0,18.00
4.82,0.504,0.013,0.0620,2.280,22.000,2.319,0.000,0.530,0.012,2.559,2.586,0,18.00
4.84,0.499,0.012,0.0623,2.280,19.000,2.246,0.000,0.524,0.012,2.486,2.492,0,18.00
4.86,0.498,0.013,0.0625,2.300,17.000,2.326,0.000,0.523,0.012,2.571,2.574,0,18.00
4.88,0.503,0.013,0.0628,2.300,19.000,2.339,0.000,0.529,0.012,2.583,2.612,0,18.00
4.90,0.500,0.013,0.0629,2.300,24.000,2.336,0.000,0.525,0.012,2.582,2.588,0,18.00
4.92,0.492,0.013,0.0635,2.300,20.000,2.289,0.000,0.518,0.012,2.539,2.501,0,18.00
4.94,0.484,0.013,0.0637,2.300,16.000,2.423,0.000,0.510,0.012,2.685,2.588,0,17.50
4.96,0.492,0.014,0.0642,2.320,13.000,2.479,0.000,0.519,0.013,2.742,2.667,0,17.50
4.98,0.502,0.013,0.0644,2.320,18.000,2.413,0.000,0.529,0.013,2.668,2.622,0,18.00
5.00,0.508,0.013,0.0649,2.310,19.000,2.293,0.000,0.534,0.012,2.541,2.498,0,18.00
5.02,0.515,0.013,0.0652,2.330,19.000,2.261,0.000,0.542,0.012,2.505,2.447,0,18.00
5.04,0.532,0.013,0.0654,2.410,21.000,2.155,0.000,0.559,0.012,2.387,2.346,0,18.00
5.06,0.541,0.013,0.0657,2.350,22.000,2.155,0.000,0.568,0.012,2.384,2.309,0,18.00
5.08,0.552,0.013,0.0662,2.380,21.000,2.199,0.000,0.579,0.013,2.428,2.338,0,18.00
5.10,0.561,0.014,0.0665,2.430,21.000,2.199,0.000,0.588,0.013,2.424,2.326,0,18.00
5.12,0.619,0.014,0.0667,2.410,20.000,2.141,0.000,0.646,0.014,2.343,2.448,0,18.00
5.14,0.649,0.015,0.0671,2.480,19.000,2.163,0.000,0.676,0.015,2.359,2.556,0,18.00
5.16,0.675,0.017,0.0676,2.440,20.000,2.309,0.000,0.703,0.016,2.504,2.807,0,18.00
5.18,0.651,0.017,0.0677,2.470,22.000,2.433,0.000,0.679,0.017,2.640,2.853,0,18.00
5.20,0.629,0.018,0.0679,2.480,21.000,2.653,0.000,0.657,0.017,2.878,2.997,0,18.00
5.22,0.592,0.018,0.0682,2.470,21.000,2.843,0.000,0.620,0.018,3.092,2.937,0,17.50
5.24,0.584,0.018,0.0687,2.480,20.000,2.830,0.000,0.612,0.017,3.084,2.603,0,17.50
5.26,0.570,0.018,0.0690,2.470,22.000,2.859,0.000,0.598,0.017,3.122,1.888,0,17.50
5.28,0.551,0.017,0.0692,2.490,21.000,2.849,0.000,0.579,0.017,3.121,1.794,0,17.50
5.30,0.564,0.016,0.0697,2.480,14.000,2.668,0.000,0.592,0.016,2.927,1.687,0,18.00
5.32,0.771,0.016,0.0700,2.490,17.000,1.912,0.000,0.800,0.015,2.074,1.179,0,18.00
5.34,1.372,0.020,0.0712,2.490,15.000,1.405,0.000,1.401,0.020,1.487,1.134,0,18.00
5.36,3.412,0.021,0.0370,2.530,15.000,0.593,0.000,3.427,0.020,0.607,0.888,0,18.50
5.38,0.851,0.000,0.0258,2.440,0.000,0.001,0.000,0.862,0.000,0.000,0.000,0,17.50
5.40,0.862,0.000,0.0257,2.440,18.000,0.001,0.000,0.872,0.000,0.000,0.000,0,17.50
5.42,4.799,0.017,0.0254,2.460,11.000,0.350,0.000,4.810,0.017,0.356,0.381,0,19.00
5.44,5.451,0.016,0.0251,2.480,19.000,0.281,0.000,5.462,0.015,0.286,0.295,0,19.00
5.46,6.432,0.020,0.0250,2.480,29.000,0.300,0.000,6.442,0.019,0.305,0.323,0,19.00
5.48,7.590,0.020,0.0250,2.500,31.000,0.255,0.000,7.600,0.019,0.258,0.294,0,19.00
5.50,8.542,0.025,0.0242,2.510,30.000,0.294,0.000,8.552,0.025,0.297,0.338,0,19.50
5.52,9.229,0.032,0.0234,2.540,28.000,0.346,0.000,9.238,0.032,0.349,0.385,0,19.50
5.54,9.679,0.035,0.0224,2.540,27.000,0.359,0.000,9.689,0.035,0.362,0.396,0,19.50
5.56,9.867,0.038,0.0215,2.550,27.000,0.378,0.000,9.876,0.037,0.380,0.404,0,19.50
5.58,10.015,0.043,0.0205,2.550,27.000,0.425,0.000,10.023,0.043,0.427,0.444,0,19.50
5.60,10.156,0.041,0.0201,2.600,27.000,0.403,0.000,10.164,0.041,0.406,0.418,0,19.50
5.62,10.156,0.041,0.0198,2.600,28.000,0.404,0.000,10.164,0.041,0.407,0.412,0,19.50
5.64,10.196,0.046,0.0194,2.570,27.000,0.450,0.000,10.204,0.046,0.452,0.456,0,19.50
5.66,10.269,0.052,0.0191,2.580,26.000,0.505,0.000,10.277,0.052,0.507,0.512,0,19.50
5.68,10.247,0.069,0.0188,2.580,27.000,0.671,0.000,10.255,0.069,0.673,0.675,0,19.50
5.70,10.143,0.073,0.0187,2.730,17.000,0.713,0.000,10.151,0.072,0.716,0.710,0,19.00
5.72,10.307,0.070,0.0188,2.730,15.000,0.676,0.000,10.315,0.070,0.678,0.683,0,19.50
5.74,10.280,0.067,0.0187,2.760,17.000,0.646,0.000,10.288,0.066,0.648,0.651,0,19.50
5.76,10.307,0.059,0.0185,2.760,17.000,0.572,0.000,10.315,0.059,0.574,0.579,0,19.50
5.78,10.286,0.055,0.0183,2.760,20.000,0.535,0.000,10.293,0.055,0.537,0.539,0,19.50
5.80,10.203,0.052,0.0180,2.740,19.000,0.503,0.000,10.210,0.051,0.505,0.503,0,19.50
5.82,10.212,0.046,0.0179,2.740,17.000,0.445,0.000,10.220,0.046,0.447,0.445,0,19.50
5.84,10.036,0.044,0.0175,2.760,17.000,0.434,0.000,10.043,0.044,0.436,0.426,0,19.50
5.86,10.082,0.045,0.0169,2.760,18.000,0.442,0.000,10.089,0.045,0.444,0.435,0,19.50
5.88,10.549,0.041,0.0162,2.760,18.000,0.382,0.000,10.556,0.040,0.384,0.392,0,19.50
5.90,10.201,0.043,0.0145,2.760,18.000,0.423,0.000,10.207,0.043,0.424,0.416,0,19.50
5.92,10.411,0.042,0.0140,2.760,18.000,0.406,0.000,10.417,0.042,0.407,0.404,0,19.50
5.94,10.516,0.039,0.0137,2.760,19.000,0.372,0.000,10.522,0.039,0.374,0.371,0,19.50
5.96,10.608,0.032,0.0119,2.760,17.000,0.296,0.000,10.613,0.031,0.297,0.292,0,19.50
5.98,10.670,0.021,0.0119,2.760,18.000,0.199,0.000,10.674,0.021,0.201,0.195,0,19.50
6.00,10.992,0.024,0.0106,2.760,17.000,0.222,0.000,10.996,0.024,0.223,0.222,0,19.50
6.02,11.059,0.033,0.0101,2.680,19.000,0.298,0.000,11.063,0.033,0.299,0.296,0,19.50
6.04,11.382,0.071,0.0087,2.560,18.000,0.620,0.000,11.385,0.071,0.621,0.629,0,19.50
6.06,12.004,0.067,0.0082,2.490,17.000,0.554,0.000,12.007,0.067,0.555,0.591,0,19.50
6.08,12.061,0.063,0.0077,2.490,17.000,0.522,0.000,12.064,0.063,0.523,0.555,0,19.50
6.10,11.737,0.059,0.0071,2.500,18.000,0.503,0.000,11.740,0.059,0.504,0.515,0,19.50
6.12,11.441,0.047,0.0070,2.490,16.000,0.407,0.000,11.444,0.047,0.408,0.403,0,19.50
6.14,11.155,0.045,0.0060,2.440,14.000,0.407,0.000,11.157,0.045,0.408,0.386,0,19.50
6.16,10.908,0.039,0.0061,2.410,12.000,0.357,0.000,10.911,0.039,0.358,0.324,0,19.50
6.18,11.600,0.044,0.0058,2.410,14.000,0.382,0.000,11.602,0.044,0.383,0.359,0,19.50
6.20,11.964,0.041,0.0054,2.400,15.000,0.341,0.000,11.966,0.041,0.341,0.318,0,19.50
6.22,12.302,0.029,0.0039,2.400,14.000,0.237,0.000,12.304,0.029,0.237,0.217,0,19.50
6.24,13.052,0.031,0.0017,2.400,11.000,0.235,0.000,13.053,0.031,0.235,0.219,0,19.50
6.26,13.993,0.037,0.0009,2.410,13.000,0.264,0.000,13.994,0.037,0.264,0.253,0,19.50
6.28,15.673,0.061,-0.0013,2.470,14.000,0.388,0.000,15.672,0.061,0.388,0.401,0,19.50
6.30,17.164,0.055,-0.0025,2.690,11.000,0.323,0.000,17.163,0.055,0.323,0.353,0,19.50
6.32,18.950,0.053,-0.0156,2.670,9.000,0.280,0.000,18.943,0.053,0.279,0.326,0,19.50
6.34,17.374,0.047,-0.0418,2.530,30.000,0.271,0.000,17.357,0.047,0.268,0.282,0,19.50
6.36,17.374,0.047,-0.0418,2.530,30.000,0.271,0.000,17.357,0.047,0.268,0.279,0,19.50
6.38,17.374,0.047,-0.0418,2.530,30.000,0.271,0.000,17.357,0.047,0.268,0.278,0,19.50
6.40,17.374,0.047,-0.0418,2.530,30.000,0.271,0.000,17.357,0.047,0.268,0.281,0,19.50
6.42,17.374,0.047,-0.0418,2.530,30.000,0.271,0.000,17.357,0.047,0.268,0.288,0,19.50
6.44,15.760,0.067,-0.0765,2.420,27.000,0.432,0.000,15.729,0.068,0.426,0.430,0,19.50
6.46,15.408,0.079,-0.0864,2.420,29.000,0.521,0.000,15.373,0.080,0.514,0.518,0,19.50
6.48,14.424,0.105,-0.0898,2.460,27.000,0.733,0.000,14.387,0.105,0.724,0.698,0,19.50
6.50,13.906,0.127,-0.0879,2.520,25.000,0.921,0.000,13.870,0.128,0.912,0.874,0,19.50
6.52,12.655,0.146,-0.0890,2.480,25.000,1.166,0.000,12.619,0.147,1.155,1.041,0,19.00
6.54,12.881,0.142,-0.0890,2.530,26.000,1.115,0.000,12.845,0.143,1.105,1.043,0,19.00
6.56,13.627,0.126,-0.0904,2.570,26.000,0.938,0.000,13.589,0.127,0.928,0.941,0,19.50
6.58,13.838,0.163,-0.0883,2.580,27.000,1.185,0.000,13.802,0.163,1.175,1.218,0,19.00
6.60,12.260,0.160,-0.0885,2.580,24.000,1.319,0.000,12.223,0.161,1.308,1.191,0,19.00
6.62,12.395,0.115,-0.0886,2.580,22.000,0.938,0.000,12.359,0.116,0.929,0.845,0,19.00
6.64,12.866,0.102,-0.0890,2.580,21.000,0.801,0.000,12.829,0.103,0.792,0.734,0,19.50
6.66,13.655,0.087,-0.0887,2.580,21.000,0.647,0.000,13.619,0.088,0.639,0.616,0,19.50
6.68,14.381,0.070,-0.0889,2.640,20.000,0.491,0.000,14.344,0.070,0.484,0.487,0,19.50
6.70,15.592,0.066,-0.0892,2.750,21.000,0.429,0.000,15.556,0.067,0.423,0.459,0,19.50
6.72,15.717,0.059,-0.0890,2.760,19.000,0.380,0.000,15.681,0.060,0.373,0.406,0,19.50
6.74,15.414,0.069,-0.0877,2.760,19.000,0.452,0.000,15.378,0.070,0.446,0.475,0,19.50
6.76,15.935,0.059,-0.0885,2.760,18.000,0.379,0.000,15.899,0.060,0.372,0.412,0,19.50
6.78,15.061,0.073,-0.0888,2.760,19.000,0.492,0.000,15.025,0.074,0.485,0.509,0,19.50
6.80,14.788,0.072,-0.0902,2.760,20.000,0.494,0.000,14.751,0.073,0.486,0.501,0,19.50
6.82,13.056,0.082,-0.0899,2.770,22.000,0.636,0.000,13.019,0.083,0.627,0.575,0,19.50
6.84,12.467,0.115,-0.0900,2.780,22.000,0.933,0.000,12.430,0.116,0.923,0.812,0,19.00
6.86,12.445,0.134,-0.0896,2.780,22.000,1.084,0.000,12.408,0.134,1.074,0.941,0,19.00
6.88,13.058,0.117,-0.0901,2.780,22.000,0.905,0.000,13.021,0.118,0.896,0.822,0,19.50
6.90,14.339,0.140,-0.0895,2.780,21.000,0.987,0.000,14.303,0.141,0.978,0.974,0,19.50
6.92,14.351,0.146,-0.0922,2.780,21.000,1.026,0.000,14.313,0.147,1.017,1.000,0,19.00
6.94,14.983,0.133,-0.0901,2.790,20.000,0.898,0.000,14.946,0.134,0.890,0.895,0,19.50
6.96,15.733,0.107,-0.0904,2.790,20.000,0.688,0.000,15.696,0.108,0.681,0.701,0,19.50
6.98,16.198,0.112,-0.0889,2.790,21.000,0.701,0.000,16.161,0.113,0.694,0.719,0,19.50
7.00,16.958,0.121,-0.0908,2.780,24.000,0.722,0.000,16.920,0.122,0.715,0.768,0,19.50
7.02,16.887,0.140,-0.0908,2.800,26.000,0.835,0.000,16.850,0.141,0.828,0.877,0,19.50
7.04,16.368,0.128,-0.0901,2.780,25.000,0.791,0.000,16.332,0.129,0.783,0.804,0,19.50
7.06,16.854,0.144,-0.0909,2.760,24.000,0.859,0.000,16.816,0.144,0.851,0.907,0,19.50
7.08,16.293,0.143,-0.0926,2.790,24.000,0.885,0.000,16.255,0.144,0.877,0.915,0,19.50
7.10,14.833,0.110,-0.0908,2.790,27.000,0.749,0.000,14.795,0.111,0.741,0.713,0,19.50
7.12,15.878,0.096,-0.0897,2.800,26.000,0.614,0.000,15.841,0.097,0.607,0.636,0,19.50
7.14,14.390,0.120,-0.0904,2.770,30.000,0.845,0.000,14.353,0.121,0.837,0.809,0,19.50
7.16,13.621,0.120,-0.0904,2.790,27.000,0.893,0.000,13.584,0.121,0.884,0.822,0,19.50
7.18,13.448,0.177,-0.0896,2.800,28.000,1.327,0.000,13.411,0.178,1.316,1.240,0,19.00
7.20,13.985,0.184,-0.0897,2.830,27.000,1.323,0.000,13.948,0.185,1.314,1.326,0,19.00
7.22,14.128,0.155,-0.0899,2.860,26.000,1.104,0.000,14.091,0.156,1.095,1.214,0,19.00
7.24,13.992,0.142,-0.0892,2.870,22.000,1.023,0.000,13.956,0.143,1.014,1.229,0,19.00
7.26,13.722,0.115,-0.0893,2.800,24.000,0.850,0.000,13.686,0.116,0.841,1.102,0,19.50
7.28,12.769,0.114,-0.0900,2.760,22.000,0.901,0.000,12.732,0.115,0.891,1.117,0,19.50
7.30,11.626,0.100,-0.0904,2.870,15.000,0.867,0.000,11.589,0.101,0.857,0.971,0,19.00
7.32,2.648,0.029,-0.0923,2.960,0.000,1.154,0.000,2.610,0.030,1.103,0.279,0,18.50
7.34,2.641,0.029,-0.0923,2.960,26.000,1.157,0.000,2.603,0.030,1.106,0.270,0,18.50
7.36,2.643,0.035,-0.0923,2.960,27.000,1.379,0.000,2.605,0.036,1.324,0.308,0,18.00
7.38,10.427,0.077,-0.0919,2.960,17.000,0.749,0.000,10.390,0.078,0.737,0.638,0,19.00
7.40,14.283,0.080,-0.0916,2.940,20.000,0.569,0.000,14.246,0.081,0.561,0.621,0,19.50
7.42,16.227,0.092,-0.0918,2.950,21.000,0.576,0.000,16.189,0.093,0.569,0.670,0,19.50
7.44,18.007,0.110,-0.0911,2.950,19.000,0.616,0.000,17.970,0.111,0.610,0.705,0,19.50
7.46,20.100,0.101,-0.0917,2.900,15.000,0.509,0.000,20.062,0.102,0.503,0.580,0,19.50
