ID	longitude	latitude	termDepth	Vs30	standDev
2969	-43.5371136	172.74023	20.0	217.57075071852165	0.16204669179693182
2970	-43.536492	172.738585	20.09	207.5839027685756	0.14152653716945748
2971	-43.5246731	172.732296	20.0	217.00136818147084	0.14751363052734653
2972	-43.5246019	172.731723	20.02	213.2984195137519	0.1300735355347983
2973	-43.5240133	172.730978	20.16	214.53608043279374	0.12968029571035425
3298	-43.5260695	172.731171	20.02	198.82626668558078	0.1390133023400029
3299	-43.5258051	172.732277	20.02	210.7029357100551	0.13926305886514662
3659	-43.5212497	172.709039	20.08	203.73353113638174	0.14149616204873347
3660	-43.5374287	172.740631	19.98	214.32651781609658	0.1807943296015845
3662	-43.4951571	172.709092	19.56	198.2989566474922	0.14326178320345376
3663	-43.4930711	172.710928	20.06	194.89278436200027	0.13985283929214842
3664	-43.4962195	172.710953	20.05	208.63656818106045	0.1424694781660418
3665	-43.5012239	172.710213	20.0	199.19829050835838	0.16916194550783428
3670	-43.503328	172.713174	20.0	198.3933998840599	0.14912555294941587
3671	-43.4857359	172.711702	20.0	196.77239742103808	0.14669744150549588
3672	-43.5017049	172.711328	20.03	203.41844718774993	0.14415952770371793
3673	-43.4832558	172.71081	20.0	201.8118058979747	0.13276096461325806
3674	-43.4842718	172.711251	20.01	211.92314440770207	0.17466748484724434
3675	-43.501338	172.711536	18.16	210.82789346262288	0.2149653458023898
3676	-43.499997	172.713467	20.0	201.3943131232522	0.13774361358184406
3678	-43.4979486	172.712941	20.07	212.70192790153712	0.1450360943944588
3679	-43.4848507	172.708867	20.08	204.3241732998814	0.11279712974768864
3681	-43.5014642	172.710629	20.05	209.5095326852888	0.12377141621628276
3682	-43.4838284	172.705539	20.0	189.7661717949105	0.18134572774537147
3683	-43.5014233	172.711847	20.01	212.62463774169487	0.15866972081018937
3686	-43.4848305	172.710718	20.08	198.0955990902922	0.13298579597445756
3687	-43.4976152	172.714303	20.0	187.16824519760735	0.1431014335355691
3688	-43.4854912	172.706288	20.0	204.97201303539907	0.1369228065679512
3690	-43.4841415	172.705855	20.0	196.0613547022927	0.1563816394553332
3691	-43.4769049	172.689272	16.9	189.3451234815974	0.22314356459698417
3692	-43.4848195	172.709484	20.74	198.27728160535437	0.1417684901134746
3694	-43.4831105	172.711419	20.0	205.12609763012244	0.16542710652939316
3695	-43.4850701	172.708597	20.66	206.7204683582754	0.10882576086614305
3696	-43.4787314	172.694486	20.04	194.08168198761376	0.13714201814322322
3697	-43.4849288	172.709094	20.08	195.0741907244125	0.12148394293878222
3698	-43.484115	172.709929	20.05	216.0742254642483	0.15320813548861115
3699	-43.4779624	172.694626	20.0	199.0741142613187	0.20196390352704532
3701	-43.4824386	172.711177	20.01	204.64654966950005	0.18107908385106977
3702	-43.4795727	172.696667	17.48	146.44111287146396	0.20126825101201773
3703	-43.4824911	172.710256	20.01	204.90594225093375	0.14342565877506008
3704	-43.4789379	172.696423	18.62	181.0695433039478	0.16841148348734966
3705	-43.4830872	172.71013	20.06	201.7988576431389	0.13365400711311315
3706	-43.4829019	172.71091	20.0	197.04475764379836	0.16576088646173315
3707	-43.4831252	172.710657	20.0	203.74685439624764	0.13404797921378456
3708	-43.4823311	172.705915	20.0	198.72919789713688	0.13714651046697032
3709	-43.4797005	172.710545	20.0	197.91150921958055	0.13169588377288693
3710	-43.4799976	172.710034	20.0	214.9849383020918	0.16527588677865043
3711	-43.479543	172.696451	17.78	180.1308040516336	0.17749041183179268
3712	-43.4786853	172.695096	20.04	181.03427757379984	0.12397568280448776
3713	-43.4800236	172.710733	20.0	206.69632211584576	0.13510164821049803
3714	-43.4801848	172.69581	15.14	189.25399945279062	0.2480834711076967
3715	-43.4811119	172.710773	20.0	205.89294069527963	0.1885164961965452
3716	-43.4812159	172.709805	20.0	212.1033189012681	0.1437648922328796
3719	-43.4812265	172.697542	15.1	189.12177930242513	0.2401148201723455
3720	-43.4820016	172.710143	20.01	202.334152930532	0.14762442578800428
3722	-43.496194	172.709874	20.0	203.9953948894338	0.1351201109525354
3723	-43.482101	172.708563	20.0	204.33804790552756	0.13003522631634074
3727	-43.4820594	172.708799	20.0	185.10951759786596	0.14337170823524897
3728	-43.5004275	172.709945	20.08	200.8474989698959	0.14109324431065948
3729	-43.4803535	172.708283	20.0	198.26738923620724	0.1458976366540503
3730	-43.4768475	172.705566	20.08	208.4590078476446	0.1305652083329864
3731	-43.5023565	172.710489	19.88	238.48443469521968	0.14196445465825233
3732	-43.4778731	172.702933	20.0	189.32773420329303	0.136032361391319
3733	-43.4764674	172.70494	20.0	198.74214705591913	0.1647745104928171
3735	-43.4773693	172.705296	20.02	204.6197236029896	0.1308144334107697
3736	-43.477396	172.702352	20.0	190.63321023127617	0.14281743680171935
3737	-43.4783854	172.704833	20.0	199.23372431797117	0.12181770143087901
3738	-43.4772689	172.701926	20.16	194.5956037504092	0.120750197447956
3739	-43.478723	172.704739	20.06	196.14528066287437	0.14574435489371204
3740	-43.4803073	172.703904	20.0	200.57868067789866	0.18341662088054622
3741	-43.4799006	172.703213	19.92	193.10484478602683	0.17824228364148303
3742	-43.4785551	172.702894	20.0	189.65217209079887	0.1308015879882474
3743	-43.4768315	172.697436	20.0	187.94729188928906	0.16118335639852346
3744	-43.4776257	172.699157	20.0	188.3370235900298	0.18326624034431577
3745	-43.4775366	172.699081	20.0	190.98252570657252	0.1836606592566556
3746	-43.4777078	172.69935	20.02	190.45397917342194	0.1648067945588251
3747	-43.4776536	172.699258	20.01	188.50448793198845	0.16008463685855495
3748	-43.4782529	172.69825	20.0	196.67313002605272	0.13093646545022825
3749	-43.477727	172.696856	20.0	179.3741924540497	0.17153879179165352
3751	-43.4767083	172.69773	20.0	191.22845620618463	0.1571340645760332
3752	-43.477581	172.698857	20.01	199.71385681265932	0.15649704536198536
3753	-43.4747909	172.698765	20.0	196.18595138198728	0.14225223970407455
3754	-43.4755207	172.699642	20.0	195.48650753818413	0.1652274497713193
3755	-43.5016792	172.710341	19.97	192.82446539436586	0.16879755454719533
3756	-43.476089	172.697713	20.04	194.7042971326678	0.15333390837989105
3757	-43.5002757	172.710381	17.43	189.06049967752773	0.1942854778526289
3758	-43.4756764	172.699605	20.06	195.45921938421674	0.16086043547632561
3759	-43.502107	172.717568	20.0	196.82490377272913	0.13737651109276502
3760	-43.475648	172.698577	20.01	197.26943041577994	0.1575918906221079
3761	-43.4775902	172.701327	20.0	196.08834213241482	0.15148228280425488
3762	-43.5036394	172.716935	19.11	195.95222030050058	0.14024780824150676
3763	-43.4774168	172.701471	20.02	189.58151096274202	0.14007068733578038
3765	-43.4778333	172.700208	20.02	194.49176378586665	0.14293589752593555
3767	-43.4741576	172.705943	20.0	191.4805262947362	0.15836023460098145
3770	-43.4749294	172.705984	20.0	197.67209927585847	0.18302684178509265
3771	-43.4749587	172.706055	20.06	197.04575547324075	0.16707650855226774
3772	-43.4789221	172.708594	20.0	199.0101523704355	0.13344295141357482
3773	-43.479134	172.708845	20.01	209.13465720188097	0.14733547651132822
3826	-43.4854329	172.708222	20.0	194.62663920734352	0.1944972565366672
3827	-43.511254	172.706392	20.0	197.81762558956652	0.1557665644217682
3828	-43.4767659	172.702355	20.0	194.1859518804192	0.1430746697692726
3829	-43.5128147	172.70463	20.06	207.50591857654533	0.11949355318206072
3830	-43.4781285	172.702886	20.0	198.40334856909857	0.16557989081893557
3831	-43.4742719	172.707192	20.0	196.14855103339116	0.16254517127054313
3832	-43.5138803	172.709084	20.0	197.81069952525618	0.12996069682199204
3833	-43.4754926	172.709937	20.0	203.64598045329544	0.15351133422539365
3834	-43.5140583	172.709116	20.02	194.54408933354605	0.12961996827737154
3854	-43.5170489	172.707653	20.0	200.80531022414763	0.1515640940132861
3856	-43.5167255	172.70818	20.0	199.95352247367248	0.13312847157674865
3857	-43.5169006	172.708558	20.02	197.17609391470685	0.14958046505725367
3858	-43.5177951	172.707036	20.04	207.64286414681953	0.15275239985973657
3862	-43.4862788	172.709703	20.12	185.91537493174715	0.14392685987416706
3870	-43.4862376	172.707566	20.24	185.61156257305433	0.13624601792975846
3876	-43.4862654	172.710351	20.14	185.5561591316982	0.13472833031512937
3878	-43.4859377	172.710528	20.1	182.68086052729055	0.13451017495611042
3881	-43.4816626	172.709934	20.34	181.35670531570213	0.13436740248851048
3887	-43.4981959	172.712321	20.02	200.60008148077497	0.12559562054646767
3897	-43.5021748	172.709962	20.0	204.0851508919014	0.12196146621953859
3898	-43.502498	172.710251	16.0	204.94539114527183	0.30814779269896275
3902	-43.5007329	172.713402	20.05	191.16518539530648	0.13625732538855193
3903	-43.4992749	172.710948	20.12	194.67006538482858	0.12839540144159625
3905	-43.5021532	172.712991	20.0	191.24389169128548	0.15734480665504555
3907	-43.5011012	172.711938	20.07	203.61222045783103	0.13275198273168998
3909	-43.4987682	172.713223	20.11	201.10620217274445	0.14155577520159615
3910	-43.5003648	172.710677	19.99	207.00124731253936	0.1862480206557572
3912	-43.4986235	172.711436	20.03	201.25390406526694	0.14811846356488648
3914	-43.5019617	172.711014	20.05	201.5430979624928	0.18086794066490433
3921	-43.524751	172.731723	20.02	214.60137379403946	0.14327281562157376
3922	-43.4918468	172.711197	20.0	201.46261770558056	0.1259892403734742
3924	-43.490788	172.714427	20.0	209.7318001584256	0.1432055171674891
3926	-43.5007416	172.711375	20.0	199.20317355695704	0.12056667875309517
3927	-43.4984833	172.712078	20.0	210.26194046814805	0.13533508215755868
3928	-43.50376	172.712177	20.02	196.2555082209471	0.16240219354869384
3929	-43.4980766	172.710911	20.04	194.3792686526035	0.15270266667628152
3930	-43.5034906	172.712699	20.04	201.30600903884894	0.16460491891420112
3931	-43.5026248	172.709974	20.06	192.9644265680732	0.12729736896106164
3932	-43.5035834	172.712264	20.09	189.95085147254088	0.13007803559936548
3933	-43.498498	172.713594	20.03	198.6863932618997	0.1534371188827512
3934	-43.4979777	172.716225	20.16	213.51008718154367	0.12360781872504675
3935	-43.4934605	172.717541	20.1	202.9928926299108	0.17120983343037693
3937	-43.4925997	172.711488	20.06	199.9215628881268	0.12278751012475796
3939	-43.4932497	172.710606	20.0	193.55173212162367	0.13506771325090378
3941	-43.4940413	172.711724	20.0	198.37358061739485	0.1305988292443072
3944	-43.493195	172.711867	20.0	187.03222090280207	0.14746231693857895
3949	-43.4963027	172.710536	20.04	201.22389482679523	0.11492071044117085
3957	-43.4975172	172.710366	20.04	194.07191078874007	0.18956885503124346
3958	-43.4979529	172.709539	20.08	197.87350939407628	0.11618647392464275
3959	-43.4965367	172.709758	20.1	199.7384169733189	0.1262431388651477
3960	-43.4952962	172.707352	20.02	205.06378502486157	0.15072428738011706
3963	-43.4941441	172.705554	20.02	194.5891973793956	0.17068994765816767
3966	-43.4970566	172.706545	20.02	183.4930575148734	0.14398417539736305
3971	-43.4938949	172.705636	20.0	188.22739997799607	0.16246146326090757
3973	-43.4959983	172.707145	18.94	201.50377495452906	0.17635246121560094
3975	-43.4953389	172.708051	20.06	191.45201911789312	0.11888878419535506
3986	-43.4995009	172.710034	20.0	199.5195145929381	0.15021300440351723
3988	-43.5014105	172.709777	19.14	202.1181237544638	0.14113542209655178
3990	-43.5010648	172.707314	20.0	181.8164170718929	0.13181600311280353
3992	-43.4997862	172.708955	20.0	199.46627148291668	0.14465424965866305
3993	-43.5060955	172.716997	20.0	202.53109272593844	0.12293427144382589
3994	-43.4883747	172.710954	20.04	199.2717446173718	0.14333120124812918
3995	-43.4882583	172.711189	20.0	195.12222411360068	0.12514122352062151
3996	-43.4880612	172.713229	20.0	212.64735503797633	0.13515229339242066
3997	-43.4869768	172.712033	20.02	202.16457340032574	0.13987343916913744
3998	-43.4919328	172.712156	20.06	186.38459999420434	0.1441408558945619
4012	-43.5190966	172.657125	20.2	197.35582100193903	0.14185262589421146
4024	-43.514388	172.658556	20.0	199.37166567583054	0.17562047278668838
4031	-43.5138124	172.653315	20.06	165.92503734132438	0.16948266932619035
4036	-43.5014678	172.715649	19.88	198.67373974267122	0.18214642086296548
4037	-43.4995259	172.714549	20.06	207.1942458013321	0.12996508020730704
4038	-43.5053116	172.717554	20.1	200.48357177697926	0.13854634193905363
4039	-43.5040259	172.717613	20.0	205.90338956501049	0.13382521143715506
4041	-43.5029041	172.71664	20.01	191.67880788555607	0.14735401194846953
4042	-43.5038347	172.715535	20.06	191.8681522273704	0.13415333832533263
4043	-43.5040912	172.715749	20.02	197.4581709118128	0.14304553526317373
4044	-43.5035577	172.713568	20.0	201.83782584598416	0.1789597852552291
4045	-43.5058145	172.715705	20.0	201.68300348650865	0.16541360563098562
4046	-43.4991212	172.715907	19.49	196.07650691283055	0.19517392182538262
4047	-43.4996114	172.716143	20.03	210.05317416144374	0.14355110145710148
4048	-43.4984517	172.714387	20.02	208.8947801601492	0.15884306407597995
4050	-43.5037362	172.713692	20.04	205.63033733783675	0.12778611230544312
4051	-43.4987163	172.716898	20.08	218.7713312724759	0.13885287753089323
4052	-43.5007166	172.714772	20.04	188.80145535114633	0.14654232365762496
4055	-43.5031751	172.713594	20.05	196.55445808341506	0.14331131571410313
4059	-43.5050391	172.717595	20.03	211.7056406725416	0.14199826003717733
4067	-43.5034994	172.71468	20.0	182.7339687531997	0.14006920659901678
4069	-43.5019924	172.713761	20.04	201.9595080646979	0.12995424300379452
4074	-43.5021026	172.717553	20.0	206.8322420232274	0.12881256896853627
4077	-43.5051135	172.71803	20.08	217.6257270753096	0.14493012468334426
4080	-43.5049454	172.71757	20.04	207.1590675293805	0.14165195017477206
4081	-43.5024479	172.714305	20.03	191.889620551561	0.13615688133614937
4082	-43.5056198	172.717891	20.0	199.3353053520379	0.1526408143177005
4083	-43.5053941	172.716046	20.0	204.3807762788029	0.12677037309760633
4315	-43.513661	172.708816	20.0	192.18470942863348	0.14416398491340002
4318	-43.514844	172.708709	20.0	175.57805245839563	0.11492559308107941
4319	-43.5234663	172.729021	20.0	206.25157403249943	0.14424843838850415
4324	-43.5361615	172.74064	20.0	213.78754100774796	0.15123893516576475
4325	-43.526426	172.731316	20.01	208.63453342870787	0.15306667508306124
4330	-43.4961743	172.716569	20.0	201.29968346310085	0.15709035842440594
4331	-43.502227	172.713323	18.75	196.28329026483826	0.18068337195627132
4332	-43.5028015	172.71224	20.01	199.92838887061052	0.14859281048833423
4333	-43.4999813	172.711902	20.0	207.24337304522075	0.11703266377066308
4334	-43.5026544	172.712918	20.25	194.21709561736728	0.14979749328042463
4335	-43.5023447	172.711875	18.46	196.68922974404245	0.1836022746439299
4338	-43.503811	172.714385	20.21	199.76485381621828	0.12581765453984434
4339	-43.5030047	172.717729	20.0	205.4282567057792	0.14903723557721674
4340	-43.5001779	172.714467	20.02	202.9015113038869	0.11472301312384685
4342	-43.4873457	172.710646	20.0	203.01188572158355	0.13265200691325024
4343	-43.4761486	172.689862	20.15	207.056890478998	0.1380386211059073
4344	-43.477414	172.691969	17.25	191.87660225495858	0.1865003667330768
4345	-43.4774693	172.695041	20.11	191.1941273631551	0.13689682457846
4346	-43.4810379	172.697152	19.41	188.3770282512512	0.17826901601757972
4347	-43.4798243	172.697649	18.31	194.05829719958163	0.1724324173181853
4355	-43.4747942	172.706642	20.25	195.8884673146364	0.12243141340140759
4356	-43.4773643	172.700504	20.21	197.78202658027683	0.1293089647162112
4357	-43.4771475	172.701633	20.05	200.21655981294558	0.18024890372251212
4396	-43.5195973	172.709254	20.01	186.03505906613583	0.13874679340351048
4402	-43.4844383	172.711258	20.0	197.79682818160316	0.1400054959557627
4405	-43.5027848	172.698878	20.0	194.47141910608994	0.18701425101667707
4406	-43.5030723	172.700611	20.0	187.37237026202104	0.19361327876617587
4407	-43.5026527	172.699124	20.01	189.09412937173826	0.187791505278629
4432	-43.4888944	172.681444	20.0	196.6528962294449	0.18912294763905949
4433	-43.4918522	172.689074	20.0	209.20958758464425	0.16305466149813644
4438	-43.4952336	172.690724	20.0	193.48734280064843	0.15073998652324933
4439	-43.4963631	172.690371	20.0	185.4844673634344	0.14345431083849136
4440	-43.4969973	172.69039	20.0	185.93111936895156	0.16646041540710182
4441	-43.5121592	172.703864	20.0	194.92312744213785	0.1682335432666962
4449	-43.5346032	172.737883	20.04	203.91785420755065	0.12345951023831044
4450	-43.4931854	172.712446	20.0	207.0847247206315	0.13734118366556156
4452	-43.5162295	172.654737	20.06	175.94071488800904	0.14016394614900038
4480	-43.5110282	172.694847	20.0	187.94797500354122	0.17029937824016492
4484	-43.5097178	172.696824	20.0	189.1669458804637	0.15050661611894334
4492	-43.5021926	172.711294	20.02	200.56946401219844	0.15296944092596018
4493	-43.4991161	172.711919	19.06	202.88371620757877	0.17166034554089007
4498	-43.4998808	172.711874	20.0	205.67749045217744	0.13328893113238954
4499	-43.4999459	172.711594	19.98	203.0391154998276	0.14877029388790647
4500	-43.5004717	172.711302	17.78	209.69906415908395	0.18223269903314424
4505	-43.505266	172.715416	17.74	204.5710032813731	0.1899436056890858
4507	-43.4860313	172.706493	20.01	199.45046540361446	0.14588844643191407
4509	-43.5025093	172.715948	20.04	195.61032900365677	0.13411446096888346
4511	-43.5006232	172.715715	20.0	204.66470626633367	0.11902127649471353
4513	-43.4833182	172.703765	20.0	207.14509975524126	0.15469102678993257
4514	-43.5010393	172.716055	18.24	209.1606474292027	0.19253283761235992
4515	-43.4830251	172.703714	20.0	207.20239735608058	0.1523424268530301
4516	-43.5016486	172.716029	19.8	200.908702763085	0.17722721973058359
4517	-43.5029815	172.714937	20.26	185.30233573649124	0.14118301627286278
4518	-43.4976292	172.714192	20.12	191.3904107357473	0.1184370378313412
4519	-43.5047107	172.716047	19.98	211.37436535913488	0.13266672440333907
4520	-43.4990237	172.714281	20.02	212.7938858009617	0.13139094527507597
4521	-43.5003215	172.71575	19.42	206.32356897674273	0.13535545092401818
4522	-43.4818466	172.709201	20.0	208.4731114802392	0.148735542219919
4523	-43.502354	172.715576	18.72	203.94781178220003	0.17838528336567824
4524	-43.5027262	172.716221	20.04	197.01926970961725	0.15113458358346674
4525	-43.4817881	172.709383	20.0	199.06945699729303	0.16130429173229394
4527	-43.5029331	172.715899	19.26	199.51315131568924	0.16822574633573648
4528	-43.4998188	172.714252	20.0	199.55458496330297	0.12571016146354402
4529	-43.5027806	172.715485	20.04	190.0288921077927	0.13338642791585598
4530	-43.5033633	172.715019	19.98	191.47247539000819	0.1456296120630286
4531	-43.5023214	172.716277	20.02	191.58171857155386	0.1327459894002692
4532	-43.4765243	172.698773	20.0	190.0332418889271	0.15035705789819986
4533	-43.5015241	172.715997	20.02	205.11193484136805	0.14248627731606428
4534	-43.5022851	172.714782	20.0	180.59699870967557	0.14418431104007232
4535	-43.4756445	172.698719	20.0	197.97026692252507	0.11713105691831702
4542	-43.5213419	172.688737	20.0	205.71722325403198	0.16422297176536504
4546	-43.5228965	172.687683	21.06	192.74798673967726	0.14874743315267785
4556	-43.499823	172.716127	20.0	199.97141062337028	0.16611721083038294
4558	-43.5105459	172.695737	18.26	202.53352068645793	0.160334089339687
4560	-43.4985551	172.715219	20.0	200.48216659904696	0.13817088993112284
4565	-43.5210031	172.693733	20.0	202.31367650112983	0.13696969195131428
4566	-43.4985279	172.714318	20.01	200.2505279689876	0.1487910530065204
4569	-43.5194593	172.690835	20.0	203.96151006482364	0.16252638832657446
4570	-43.5185937	172.690349	20.0	192.43648771573598	0.16817130795984123
4571	-43.5185536	172.690152	20.02	189.63756099239438	0.18058536749450305
4572	-43.5182044	172.689576	20.0	189.84172110010118	0.1860254270182096
4573	-43.5020446	172.714822	20.0	189.2439362326028	0.13402803788897485
4574	-43.5042019	172.715805	20.0	193.3231209909116	0.1527265083997445
4575	-43.5191774	172.691968	20.0	211.1449674566981	0.17097252358643072
4576	-43.5010729	172.7157	18.68	213.28272396739897	0.20502634550450746
4577	-43.5190366	172.692005	20.0	205.90332627604963	0.16044004248719926
4582	-43.4934572	172.714656	20.26	201.92987326676234	0.12215861709907545
4583	-43.4954339	172.709592	20.0	197.4258488523185	0.13478756092746383
4585	-43.5048189	172.716302	20.0	218.03534808792713	0.158142772134825
4593	-43.5138239	172.691626	20.0	192.36389936963423	0.16619290972899836
4595	-43.5142244	172.691326	20.06	188.02644910211015	0.11614059135043706
4598	-43.5123796	172.703228	20.0	205.09738295004382	0.15847452645850682
4600	-43.5150762	172.699264	20.0	212.37355373204161	0.15901794161490057
4624	-43.5101626	172.725506	20.01	200.68129207447873	0.12984511434720572
4625	-43.5055431	172.717994	20.01	202.93349878439534	0.13504448664476462
4626	-43.5027556	172.712067	20.01	203.92499237873176	0.127768114002109
4628	-43.5032877	172.718261	20.01	206.84452279750303	0.12990494825571516
4629	-43.5024885	172.714911	19.22	183.9393469421705	0.16687202736913787
4631	-43.5036321	172.714179	20.01	183.73483008424446	0.16778232153415637
4638	-43.5213207	172.685782	18.01	191.82002847590633	0.1797173357895461
4639	-43.5361819	172.738503	20.01	208.517139216049	0.1167065945485592
4640	-43.4999848	172.712331	18.93	207.8977207244411	0.1765640673527091
4641	-43.5015752	172.712381	18.96	188.38615835799246	0.22006956071697392
4642	-43.5016305	172.712281	15.54	196.59800928211814	0.2310033049997808
4643	-43.5019831	172.713041	20.02	193.7081384080522	0.1509045020637312
4644	-43.4859652	172.681606	17.12	202.74985423747657	0.2238595718242055
4648	-43.4962028	172.691704	15.85	188.2142961890427	0.22190476367937678
4651	-43.510296	172.697176	20.01	198.48377131376492	0.1394415305023737
4657	-43.5133619	172.707203	20.02	196.37427317576226	0.1453834451649534
4659	-43.4970116	172.68886	17.06	209.54718290607192	0.21448101815435872
4667	-43.4945298	172.691193	20.0	190.76508862019088	0.1538961691283184
4668	-43.5247882	172.68898	16.78	174.9134817379314	0.23865192484420988
4669	-43.4945616	172.691459	20.06	201.5127791855112	0.1605613549127362
4670	-43.4966655	172.688257	20.08	194.22770695732422	0.1174518989441683
4672	-43.4966361	172.688249	20.0	198.53915781329886	0.15320752043358982
4673	-43.497805	172.689414	20.0	197.11860795334042	0.1696134450027431
4681	-43.502871	172.69807	20.02	191.52873028878565	0.16796905550072305
4682	-43.5043868	172.699762	20.06	210.743731333059	0.11761553177951119
4685	-43.5204474	172.689891	20.0	193.78015872999774	0.14753637433928163
4703	-43.5071198	172.691412	20.01	184.6781099684636	0.16042475509142948
4705	-43.5029036	172.701527	20.02	195.11068879951293	0.14116885368601506
4707	-43.5064459	172.699735	20.01	208.99292708024322	0.1545624557004292
4708	-43.5097841	172.696118	20.02	204.85364964387583	0.1436846315683344
4710	-43.5081628	172.698626	20.01	201.0290947108557	0.14757685956480648
4786	-43.5019688	172.711307	20.5	190.66190372886473	0.1637083868194691
4787	-43.4831106	172.704562	15.14	197.6345408227922	0.23809464165279662
4792	-43.5037728	172.717673	20.04	210.288697990832	0.14279337784112045
4793	-43.4983157	172.712939	20.07	205.29279498234453	0.16486202096260902
4794	-43.5253255	172.731862	20.0	221.11949733024912	0.18208612529219506
4806	-43.4923369	172.71221	20.01	187.9525907938187	0.13968775585680757
4807	-43.503637	172.714173	20.03	196.4084203760039	0.14182843408014018
4808	-43.5022467	172.715194	17.94	186.06012378045713	0.1831712315205826
4925	-43.5228049	172.688281	17.36	197.20655481879143	0.23755229619194262
4926	-43.5246048	172.688188	20.0	183.95992946945216	0.1503857146706469
4927	-43.5208167	172.690458	20.06	198.69279965765912	0.12853366789055398
4928	-43.5198116	172.691467	20.0	195.98039681902335	0.15862364952304192
4929	-43.5196489	172.690999	20.0	200.55636342657792	0.13114670735864598
4935	-43.520278	172.693348	20.02	206.2705042172777	0.14067566885323743
4936	-43.5149915	172.693901	20.0	197.2287547545737	0.1337460797239058
4937	-43.5137349	172.693198	20.02	195.3623724618762	0.15463013198690978
4969	-43.508776	172.707704	20.15	201.10502016953993	0.16201451903732414
4970	-43.5104979	172.705677	20.09	200.89625292134554	0.13912570404139873
4972	-43.5222751	172.708242	20.08	204.17588365067402	0.12387324562983608
4977	-43.4884729	172.681321	20.0	204.85337656134217	0.13354112640727853
4980	-43.4896922	172.682566	20.0	208.3154769770376	0.1405801773189563
4986	-43.4953185	172.690887	20.0	197.24176515218684	0.13505919744969422
4987	-43.495651	172.687456	20.08	205.21436685129564	0.15282846421540558
4988	-43.496377	172.689984	20.0	201.56132523382715	0.1587129282761412
4989	-43.4963027	172.689764	20.0	203.91515351357333	0.16589460654294905
4990	-43.4965968	172.690244	20.02	176.08069371440124	0.14344907823364064
5001	-43.5038679	172.697854	20.02	189.5921943053289	0.13056456113100753
5019	-43.504329	172.718135	20.0	206.32280427156596	0.12800421407945434
5022	-43.5018259	172.710946	20.0	195.8268233364631	0.1564696006463686
5023	-43.4772766	172.689698	20.0	198.3299769548159	0.15587737055624254
5024	-43.4805707	172.697508	20.01	193.94017422974989	0.1392661539930988
5026	-43.5558439	172.750708	20.04	198.46906663706227	0.13882903000113134
5027	-43.5520333	172.747694	20.04	196.99153173115084	0.11735117196282513
5039	-43.4815471	172.708455	20.26	199.98220075288876	0.13575068378198932
5040	-43.4736475	172.706099	20.0	205.6055748985908	0.15620299969744475
5041	-43.5195505	172.685055	20.0	196.2357755744752	0.13386876018656946
5043	-43.5223432	172.688457	18.0	206.62223015274006	0.18236022802038507
5044	-43.5215351	172.688946	20.33	197.55521426501699	0.12765104342835917
5045	-43.5215982	172.68845	20.0	201.04480706488297	0.15836072969446455
5046	-43.5250897	172.689082	15.24	195.18396691315678	0.31103829882996004
5047	-43.52247	172.689003	20.0	206.65905936673047	0.13738360951627407
5048	-43.5212071	172.687224	20.02	190.926746499651	0.1341342007380684
5049	-43.5219362	172.686059	20.1	200.10440733867833	0.13936506784926822
5050	-43.5212148	172.685726	20.0	194.15106093728318	0.1487660957855102
5051	-43.5223735	172.689932	20.0	201.10528660585058	0.15714742331229314
5052	-43.5186404	172.690634	20.0	209.87223557310395	0.14640577187987303
5054	-43.5189105	172.692308	20.0	203.37378899463758	0.16492408780944903
5055	-43.5132759	172.697083	20.0	194.88409711458687	0.13717575419168634
5056	-43.5096618	172.697096	20.0	202.94904146428638	0.15661624117430156
5067	-43.50073	172.716329	20.01	215.42285110076824	0.17360514918336667
5069	-43.5106232	172.697026	20.05	202.15700346870736	0.15262231463610632
5072	-43.5029186	172.717182	19.99	208.75125032686478	0.1423427105675516
5073	-43.5042252	172.714847	20.0	198.14964706959037	0.127387468750763
5074	-43.5036421	172.716278	20.01	193.3859981100649	0.13300834410453374
5075	-43.4995933	172.713116	20.03	195.34057716955436	0.1547575257015226
5087	-43.4816581	172.710829	20.01	208.59095045039425	0.13345289549548717
5088	-43.5193632	172.69794	20.11	196.4367881656287	0.13200529907615172
5092	-43.513669	172.692779	20.0	201.87082023431057	0.14810977713087106
5101	-43.4806667	172.695231	20.08	194.78814934493104	0.1621285613115906
5102	-43.4981365	172.716453	20.03	215.33514920903798	0.15059685723486657
5103	-43.5052349	172.717825	20.0	199.69036527730404	0.15882614300619025
5106	-43.4858429	172.685472	20.01	202.92355925243322	0.13932112705126284
5108	-43.4820238	172.685164	20.0	194.75781146324206	0.14886672813373747
5111	-43.4969541	172.687431	20.0	209.3466038841881	0.14003565201737686
5114	-43.4995406	172.689809	20.01	184.91405964723015	0.1693924920425571
5116	-43.4997397	172.688587	20.0	175.0992284107132	0.15541917977779782
5118	-43.4975711	172.690619	20.02	182.1308606404263	0.16949745294208857
5120	-43.4992616	172.690761	20.01	180.21563456971663	0.18083578217586516
5124	-43.5100334	172.704974	20.0	203.15718831793708	0.17038580584770588
5129	-43.513445	172.706222	15.62	210.02616371693102	0.2969348953171762
5130	-43.5225371	172.66724	14.56	192.2830224495833	0.3039899623843872
5135	-43.5026214	172.710881	16.5	212.29582867928272	0.19613349047540354
5136	-43.500395	172.71259	18.61	215.73836183066555	0.18485857256266183
5138	-43.500038	172.715431	15.64	218.00506479539007	0.2801760823579798
