ID	longitude	latitude	termDepth	Vs30	standDev
3851	-43.5118532	172.712418	20.0	198.6111450426541	0.13221174537060804
3853	-43.5148312	172.710364	20.02	196.09187355840302	0.12878092618778417
3859	-43.5189496	172.712475	20.03	204.8136270422025	0.14266544220619723
3860	-43.5203619	172.711243	18.77	182.86025932926884	0.20759687981834365
3861	-43.5126192	172.714342	20.0	188.14494764280533	0.1441573822562937
4317	-43.5149	172.710114	20.0	178.10818685879522	0.14926472030251678
4320	-43.5131717	172.711195	20.01	202.50527964577526	0.16739316035798205
4321	-43.5124594	172.714729	20.0	205.74711810755375	0.14031314422940033
4395	-43.5192323	172.712021	20.0	196.8013517554292	0.12732060374584353
4404	-43.5118911	172.715793	20.02	177.56295296576994	0.11736068052122578
4435	-43.4897262	172.692972	20.0	215.36219322933616	0.15600752939468748
4436	-43.4903832	172.693618	20.0	211.49180176573253	0.16801820756855362
4437	-43.4897738	172.69364	20.05	214.63872990988392	0.14623341174024568
4647	-43.4961483	172.691902	16.02	182.14808559667364	0.2402463533090178
4653	-43.5066169	172.710002	16.44	207.36661840292646	0.2630075872957672
4658	-43.5199451	172.711599	20.02	192.9993862832811	0.14025777798266192
4666	-43.4908985	172.691349	20.0	195.20769021024603	0.13434481068579793
4697	-43.508235	172.709031	20.0	202.89664384444788	0.1451423356854383
4713	-43.4893822	172.691876	20.03	198.6430830947921	0.17480621789192458
4800	-43.5114596	172.710737	20.06	197.0224117322706	0.15336077540445128
4923	-43.5543042	172.696035	20.0	200.93624751531374	0.16752082744759506
4968	-43.5084658	172.710263	20.19	200.2421822373439	0.14738215233415106
4971	-43.5186881	172.711952	20.07	194.5932836025025	0.16017310213447572
4981	-43.4917327	172.692085	20.0	228.27049602750066	0.11846372176792548
4982	-43.4922389	172.6917	20.0	200.29023862087155	0.14839556887318664
4983	-43.491175	172.694137	20.04	212.25869325063283	0.135292391009573
4984	-43.4910837	172.691742	18.8	226.87834169124108	0.18952546853040694
4985	-43.4931261	172.692037	16.34	177.14793388388821	0.23743608413124706
5131	-43.512144	172.711855	20.0	189.89640525635997	0.1712812037167961
5188	-43.5222434	172.710186	20.0	197.4295322146437	0.1291133479711443
5215	-43.5149744	172.710388	20.0	191.56247129898156	0.13489255346264703
5254	-43.4904638	172.693893	20.0	184.4047755819814	0.1581025057389935
5326	-43.5189286	172.712488	20.0	198.05818487432137	0.141245345482676
5377	-43.559198	172.679751	10.29	201.64566764998185	0.4483275611632814
5382	-43.5596902	172.680999	26.03	150.73696261171216	0.07990254187149669
5543	-43.5068441	172.710336	20.0	212.7898197484265	0.13418154341560454
5545	-43.5153061	172.710454	20.0	183.3846569377482	0.1531147211895024
5546	-43.5190837	172.711244	20.0	197.28510271905262	0.15471011428399978
5589	-43.5502432	172.696945	20.0	205.31617749845137	0.14164708458948605
5593	-43.5502521	172.697175	20.0	207.7140634227623	0.1499924957091196
5657	-43.4908831	172.689581	17.66	194.22789540353224	0.20549603391504964
5699	-43.5184658	172.710655	20.02	196.4394079809069	0.12788964815435622
6272	-43.5119402	172.712132	20.1	199.2211732450732	0.1853628398010992
6273	-43.512538	172.712122	20.0	197.25855650223792	0.13835041027756054
6274	-43.5204432	172.7115	20.0	188.01959381923393	0.14863270969809414
6282	-43.5123096	172.710694	20.01	203.36200969494584	0.14299075821258478
6283	-43.5190946	172.712024	20.01	185.5735602032103	0.19648402319085995
6299	-43.4921516	172.690902	20.02	218.15691432711773	0.14645933390033075
6301	-43.4936908	172.69231	17.8	207.069200289535	0.2238360988771403
6303	-43.5195944	172.7105	20.01	201.20073296557166	0.13487406371529023
6382	-43.5084933	172.711652	15.07	216.17432014490686	0.244506027742893
6406	-43.5122851	172.710776	20.0	203.37377083062603	0.1406435963207267
6463	-43.5069167	172.71011	20.02	215.91303719539178	0.14773995955629773
6480	-43.4904314	172.694222	20.02	210.607480999946	0.11269685163612475
7472	-43.5545496	172.696165	20.04	201.7930786718525	0.14900561185417316
7520	-43.5192237	172.711623	20.0	183.06087920127703	0.16267795480724567
7521	-43.5192362	172.710037	20.0	196.07099976401602	0.1551439976721628
7528	-43.4976395	172.69194	19.43	186.7636200856999	0.16840240033702678
7657	-43.5540051	172.696491	19.98	203.77933422805484	0.15716281853342925
7704	-43.5500798	172.697502	20.02	197.16535194041768	0.13745498569858264
9050	-43.5193309	172.712257	20.0	191.43868172526115	0.1419959025491256
9087	-43.5511808	172.697434	18.78	208.27245331986558	0.1995162088034112
9089	-43.5080287	172.710739	20.04	215.04504060806508	0.12527016750968237
9104	-43.510625	172.711353	20.0	205.48964173979837	0.1402912549619259
9114	-43.5196163	172.711073	20.0	202.94057103269552	0.15675462662553585
9179	-43.5506499	172.697277	15.02	201.77502493806682	0.20502756767868557
9307	-43.5107324	172.713869	20.0	214.4680911059298	0.15260766535834933
9335	-43.5540604	172.6951	21.01	194.32454727825265	0.14790525806367702
9340	-43.5539516	172.695159	23.5	179.27241502510458	0.09269002749964497
9344	-43.55389	172.695034	20.0	192.358092961561	0.1453761522130259
9346	-43.5540185	172.694901	20.0	183.48471526855792	0.14536348482557016
9400	-43.5125669	172.709218	20.0	200.8937331968604	0.15058409298128708
9402	-43.5126292	172.709256	20.01	193.63390253522934	0.13111089308801482
9499	-43.5498552	172.697423	18.28	193.38467611387358	0.17640186086260956
9972	-43.5099214	172.712751	20.0	202.53929197340966	0.15914845218038556
9976	-43.511022	172.70996	20.01	211.31113467658147	0.1751009874973184
9992	-43.5111803	172.711029	20.01	196.5006602742392	0.15382465910478055
9993	-43.512402	172.712594	20.0	201.81609248396316	0.15254679546659738
10032	-43.5514136	172.696629	15.0	212.4164326840295	0.2944853499048408
10775	-43.4903728	172.692915	19.82	234.13795056438582	0.1715531481688701
11229	-43.509632	172.714778	20.0	195.10773319588571	0.16046521899003274
11476	-43.4966122	172.692686	20.06	188.11564780047402	0.12662998674252104
11477	-43.4967022	172.692685	20.0	180.45086616417674	0.1686776964047472
11643	-43.5091856	172.709693	20.02	217.8923140454642	0.14861297466469642
11721	-43.5606324	172.67957	20.0	185.86084370172648	0.1411526365796592
11727	-43.5604815	172.680351	7.88	255.6006553988069	0.3803511130810126
11853	-43.5610803	172.678738	20.0	182.048528324165	0.138822887109734
12196	-43.5540671	172.696165	21.0	198.66473077715207	0.12723823358381114
12273	-43.5564	172.7025	20.1	209.34777949781156	0.13026254674352536
12274	-43.5565	172.7029	19.98	217.84687209124215	0.17495587177284627
12275	-43.556	172.703	20.02	209.0860677089375	0.12658646205491295
12276	-43.5561	172.7025	20.1	219.0893339342546	0.12160022231090618
12277	-43.5572	172.7027	20.24	217.84447661397024	0.13412850640581325
12291	-43.5574558	172.705356	20.01	186.8057850358814	0.13612853217317855
12292	-43.5577223	172.705381	20.0	187.7829399043181	0.128389917469639
12294	-43.5578361	172.705183	20.0	182.1475949887573	0.13565245228312253
12295	-43.5577588	172.704853	20.0	185.73018268971379	0.135124030032471
12296	-43.5576607	172.704875	20.0	192.91294874813835	0.14235523870733188
12298	-43.5575833	172.70452	20.0	187.57820643311052	0.13558411884733496
12299	-43.5573777	172.704422	20.0	190.72878685704922	0.16117435775472488
12300	-43.5577084	172.704492	18.0	195.01481766164088	0.20920072892146097
13713	-43.5120593	172.710445	20.0	198.07838283012515	0.15756873261102
13729	-43.5621	172.6873	24.71	161.1835303989576	0.08099709660343764
13730	-43.5617	172.6875	25.81	170.50317297564092	0.07648775242665731
13732	-43.5615	172.6871	25.46	168.37542259994547	0.07287002041578403
13755	-43.5589	172.6823	9.71	214.5022624841709	0.3773626056543505
13778	-43.5126043	172.709639	20.06	207.4425608831778	0.1262604147696193
13781	-43.5164474	172.710287	20.04	190.3497077169375	0.17884764536106
14011	-43.5107491	172.712186	20.0	204.87946559235257	0.12054455772591105
14014	-43.5121942	172.7144	20.0	198.80920953858416	0.14380070632693207
14929	-43.5127565	172.711219	20.04	204.40460687749294	0.1552069195986245
15342	-43.4976069	172.691359	20.02	202.537528919833	0.14143625434783175
15362	-43.4977613	172.692044	19.49	205.140752553309	0.1511539593821354
15369	-43.4975734	172.691163	15.56	201.30967246167134	0.27353147396515703
15844	-43.553824	172.69606	20.02	206.106475994995	0.11505716076200738
16210	-43.5123324	172.711667	20.0	204.53021737612696	0.17620447335110337
17176	-43.5201944	172.710761	20.0	197.65796051457775	0.13615199720417887
17463	-43.5549353	172.695271	20.01	208.35823257472381	0.15029386649782653
17722	-43.5480135	172.696125	15.0	218.1651743182812	0.2621972149132762
18610	-43.5502137	172.697169	20.01	211.76125879447488	0.14418354261151986
18616	-43.5548464	172.696107	20.02	208.62474823088368	0.13759636736241604
18801	-43.4986808	172.691785	20.0	196.74102214470523	0.17505025625414486
23265	-43.559408	172.706943	28.06	186.99868326322888	0.05734959058398183
23787	-43.551537	172.696322	15.0	208.6273689643544	0.19381206443472912
23998	-43.4831278	172.686219	15.4	216.13224457135664	0.2545795285730831
24510	-43.51216	172.712113	19.09	186.3693350188519	0.16257499836687853
24511	-43.512107	172.71224	20.05	179.9428311435884	0.1821636293260684
24572	-43.548984	172.698271	20.0	206.11306031878865	0.1472559826071577
24573	-43.548755	172.698495	20.0	193.15259725849614	0.11606567785931049
24575	-43.551291	172.695819	20.0	209.70047596052845	0.12252284754535131
24577	-43.551317	172.696066	20.0	205.0437883842895	0.16142808024104974
24583	-43.552526	172.695668	20.0	193.28513858495486	0.14318431441896234
24584	-43.552427	172.695685	20.0	197.37783414409756	0.14943938245205324
24586	-43.553896	172.691913	20.0	186.81170396093847	0.13380763761138337
24588	-43.550378	172.696655	18.14	211.27993774872877	0.18254406348628113
24591	-43.550448	172.696876	20.0	200.9226842635101	0.12475573944932511
24599	-43.4817927	172.686652	15.61	180.50534005432823	0.3393819649466894
24602	-43.550288	172.698033	19.94	205.43619037610776	0.1661861891243658
24603	-43.4817751	172.686813	15.41	188.8490779985912	0.24275178434820827
24606	-43.550102	172.698122	18.98	212.38733597565817	0.18713020631053814
24616	-43.4815391	172.686888	28.401	182.62544663068968	0.06434925508302979
24626	-43.4814276	172.6869	28.601	187.00981919997412	0.06061334163037205
24629	-43.4819218	172.686613	29.001	192.58859469965273	0.062339875236440634
24724	-43.5522364	172.697414	21.83	193.29074654600117	0.13021794183532404
24725	-43.5521139	172.697373	21.59	201.91428967667514	0.1219520523968817
24726	-43.5521252	172.697228	21.28	206.70695185351602	0.10048511655905705
24767	-43.5509154	172.695505	23.34	195.3958589568376	0.0905415355893033
24855	-43.5567972	172.697837	25.4	171.10664431063495	0.0861063753021271
24856	-43.5570595	172.698318	25.4	187.81515730028073	0.07998024482508055
25137	-43.515888	172.711068	20.2	183.43980082207463	0.13616211080024176
25139	-43.515985	172.711244	20.2	203.58324607719052	0.14133005526133513
25140	-43.515894	172.710685	17.07	186.67623416450334	0.23931509627137582
25156	-43.4903416	172.691357	25.2	208.0351617811862	0.08377620057230645
25167	-43.489696	172.692193	25.3	211.66756132741637	0.05492005123391593
26250	-43.563682	172.70735	15.28	178.24474269876268	0.24513553172659452
26251	-43.563688	172.70705	15.14	167.87650480896338	0.17704393276266456
26301	-43.48951	172.689868	15.04	207.90343008260214	0.24894835622338207
26305	-43.555425	172.700269	25.24	181.5811800331278	0.07494595207497583
26381	-43.550982	172.696169	20.04	183.9116419000487	0.17049818514620363
26384	-43.551095	172.696398	20.16	197.41698866696143	0.13054493732668382
26388	-43.515	172.710568	25.0	186.99243363108616	0.0961596488984948
26409	-43.553414	172.69385	20.13	191.37672975429481	0.14238451520148587
26421	-43.552448	172.696536	20.14	192.77651080192516	0.14746157121920073
26423	-43.55227	172.696522	20.05	189.6652997415907	0.17243694398133683
26430	-43.547558	172.695835	20.06	201.94555921975558	0.15519764468042907
26572	-43.550009	172.696084	20.16	187.3425962109509	0.1373065899975105
26580	-43.549191	172.69571	20.03	202.22832738821856	0.1529745808992262
26582	-43.549114	172.695521	20.15	199.44330002793563	0.13703040592472437
26625	-43.547671	172.694987	20.23	199.60912212196675	0.1372231095340594
26626	-43.547562	172.6948	20.13	193.12967896061528	0.12859242615506228
26750	-43.5123	172.71155	15.67	216.03713834427668	0.25624672198297105
27097	-43.510882	172.715237	15.21	188.29352774274426	0.2882902297888671
27098	-43.511011	172.715185	15.19	198.9189811483844	0.2789821268669425
27123	-43.490999	172.690805	20.09	154.44520179353518	0.18127306196074852
27364	-43.491901	172.691257	20.04	178.25032640491744	0.21749841057403305
27389	-43.550999	172.697376	22.72	199.441069149607	0.12001604899149315
27436	-43.571999	172.696661	20.03	157.1867541703669	0.14084380899134452
27438	-43.572083	172.696646	19.48	152.51400968421805	0.16744430942417507
27439	-43.572105	172.696373	20.0	166.14351832230253	0.14932742665950283
27599	-43.519418	172.711392	20.07	173.6425768188858	0.18214201623776008
27601	-43.519515	172.711658	20.03	181.8026744729268	0.1747410692695537
27797	-43.5556305	172.695161	15.0	204.875098835579	0.30244816798052215
27820	-43.5509416	172.698269	15.0	212.21803160070607	0.30402342090451273
28597	-43.510235	172.710328	20.0	198.16713788462457	0.16995736347264687
28599	-43.510143	172.710184	20.0	205.9828807766737	0.10198933886299975
28681	-43.4910977	172.691279	15.1	220.86927481327004	0.28225759321188704
28682	-43.4911608	172.691267	15.1	226.87234115648954	0.2617090182554726
28707	-43.491365	172.693191	20.21	200.10493053731574	0.16547361777456207
28716	-43.550584	172.696539	19.87	207.21996996806612	0.1429646315569547
28719	-43.550697	172.696802	20.02	203.1448465896308	0.1707370224118073
28836	-43.559632	172.677522	15.0	203.91133237373472	0.29859021062579194
28839	-43.5601245	172.677398	15.0	200.84222297479872	0.3231263753159767
29552	-43.512808	172.710561	20.2	206.13381040695526	0.1454185542365389
29569	-43.5471972	172.695067	15.37	205.26655369641733	0.3063952873646997
29574	-43.553453	172.695174	20.04	194.24180201734833	0.15455653934558017
29602	-43.548402	172.696044	20.1	193.65632686439187	0.16963530976183164
29603	-43.548302	172.696269	20.01	199.41621791623945	0.16482791307903155
29642	-43.555014	172.694375	25.11	194.4979029178845	0.0893073317802973
29651	-43.51566	172.710935	25.1	192.26679689448	0.07829828693919795
30255	-43.510539	172.713425	20.2	194.24458610293402	0.13595282081682847
30460	-43.516406	172.709858	20.64	208.6659439917542	0.14692512865917765
30792	-43.511535	172.709547	17.02	220.94806702669308	0.2256109236768326
30867	-43.5511667	172.6956	17.15	202.5844100571286	0.22360428240676133
31106	-43.564669	172.690347	20.12	155.6001612487879	0.13938853838304743
31108	-43.5643695	172.689481	19.74	152.30391272221868	0.138487789038225
31240	-43.548333	172.695666	20.2	214.66215544971558	0.1609061641824997
31244	-43.548485	172.695861	20.2	219.1310496822014	0.13778276021792749
31298	-43.508008	172.708767	20.2	203.96200899468602	0.14506456348665964
31542	-43.550132	172.695439	20.2	205.07757531375256	0.13541344007749118
31882	-43.494055	172.694593	16.32	207.6525136841829	0.2113596169653094
31919	-43.5695334	172.690158	15.0	169.62853178619352	0.26219245710769196
31923	-43.5699032	172.690394	15.0	166.0911143158438	0.31452487647526056
31928	-43.5703057	172.690383	15.0	197.97954220221612	0.25508245586010936
32156	-43.518857	172.711685	19.96	193.6698747875304	0.16486303193110893
32157	-43.518929	172.711647	20.02	180.8558765066804	0.16744041436178866
32158	-43.518991	172.711781	20.07	191.12441837949672	0.15012317943988093
32278	-43.512603	172.714438	20.19	192.83241566101213	0.13922447791464557
32279	-43.5127	172.714177	20.06	177.8778038000914	0.15992177039808106
32280	-43.512785	172.714342	20.06	180.366459877691	0.13911669479556418
32281	-43.512688	172.71453	20.16	192.5536291728251	0.14581267643570753
32310	-43.490218	172.692552	17.07	201.5957605044229	0.2073099437553341
32312	-43.490169	172.692779	16.87	208.6500481646687	0.21183814019286903
32647	-43.558941	172.70376	15.0	206.13317914012015	0.2702175916029169
32648	-43.5594144	172.706649	15.0	192.73105833419524	0.24836433484812034
32649	-43.5515955	172.695323	15.0	174.99768856716793	0.28154003740152245
32696	-43.544377	172.69372	15.0	185.59403927024377	0.3076184725280108
32697	-43.5441841	172.693884	15.0	220.44706672611204	0.3237785164444383
32698	-43.5443822	172.696153	15.0	223.94846079579318	0.2905041919689793
32775	-43.5139125	172.710503	25.52	184.78389664166195	0.07594072301501444
32776	-43.5137774	172.710534	24.0	194.18774438181535	0.0883504449577438
32836	-43.5559974	172.697269	22.25	181.9665535900777	0.11030419886224574
32837	-43.5571392	172.70024	25.14	169.71364030992282	0.08070877063001944
32838	-43.558596	172.703806	27.41	144.3084012762796	0.07569896884709774
32839	-43.5580942	172.705154	27.53	163.77521723217833	0.05878260492792516
32840	-43.5552706	172.703201	24.15	156.94853470045106	0.09601906748505518
32844	-43.5594901	172.685929	25.94	180.81339975647887	0.07189549066992058
32847	-43.5436662	172.698354	18.54	195.55463156268712	0.2005504124346067
33186	-43.512121	172.71257	20.23	195.69632452883758	0.16198402143982987
33189	-43.511992	172.712876	20.1	191.4935850701964	0.14884439235168995
33279	-43.491133	172.69256	20.2	214.95840307700556	0.13035456626418043
33300	-43.518953	172.710858	20.5	197.98866788848633	0.13424059270656036
33322	-43.515022	172.710009	20.1	187.64508814549947	0.14026604233124157
33323	-43.491115	172.690074	17.17	211.11873101395085	0.2044520429322739
33324	-43.490969	172.690231	16.85	200.08975371152385	0.28059427360237255
33325	-43.491314	172.690648	17.06	196.04517047376854	0.20587831865865822
33451	-43.5689808	172.690567	22.94	174.24240905350857	0.22013828943274902
33452	-43.5692779	172.690589	27.76	161.23819944164484	0.25247353141190776
33453	-43.5692584	172.689669	18.7	169.87267426454056	0.23279287379600352
33454	-43.5690031	172.689836	18.9	167.59913452165546	0.27374296300686923
33455	-43.5689914	172.690183	20.95	158.4605287500449	0.22009004874163873
33456	-43.5692552	172.690186	27.6	160.94046199613192	0.19714598048161414
33599	-43.5686136	172.690319	19.5	171.35497163693174	0.2753443510349798
33600	-43.5686087	172.690525	21.99	178.42400939731834	0.26331029576838316
33601	-43.5685941	172.690763	25.58	189.73468558550223	0.3147042599599864
33602	-43.5687968	172.690795	21.84	168.3050531421037	0.21437357886946504
33603	-43.5687997	172.690542	21.83	160.82289043051955	0.24354633802373082
33604	-43.5688163	172.690361	25.53	169.08238336363135	0.26162053203601204
33874	-43.5639804	172.688802	20.17	152.47863202427112	0.14297889512793294
33875	-43.5636301	172.689101	23.0	146.77511491817555	0.1041081538939057
34034	-43.4983681	172.690994	20.21	196.4581822215473	0.14655425165334018
34142	-43.512228	172.712697	20.21	201.05998680793155	0.13591479836891324
34554	-43.522023	172.710014	20.04	196.33742423863274	0.14844141804734734
34555	-43.5221109	172.710191	20.33	193.74905228544608	0.13151429320586536
34556	-43.522036	172.710193	20.31	188.3747240832122	0.14548205938663789
34571	-43.511706	172.711635	20.2	184.51626525391626	0.14754027210834192
34572	-43.511567	172.711617	20.15	180.69443368375565	0.15395421905987908
34573	-43.511705	172.711482	20.3	191.18473095181335	0.14904942974258917
34605	-43.516657	172.710554	20.2	189.88586326692877	0.14619696023018408
34606	-43.516628	172.710738	20.0	189.6344644188077	0.12026426183249148
34607	-43.516754	172.710864	20.02	190.53190057617186	0.15702567172791232
35198	-43.5505525	172.695841	21.29	202.46748237831102	0.12110336916070692
35199	-43.5504623	172.69578	21.26	197.25452149503195	0.12826278130538812
35290	-43.554736	172.694998	20.09	187.01205950942332	0.1685631933178645
35292	-43.554651	172.694698	20.03	196.60446958036857	0.17191482137475494
35531	-43.557802	172.70707	28.83	192.6792695650022	0.04873849186398701
35532	-43.558086	172.706956	30.7	193.444327528816	0.03824927530833014
35597	-43.515159	172.710288	20.2	185.5386587061198	0.15809692177046575
35610	-43.511865	172.710547	20.2	183.60374697922174	0.15718417451902023
35611	-43.511963	172.710672	20.2	191.70079349541976	0.14485073607415355
35730	-43.492012	172.692267	18.63	222.32260664358085	0.16508039421631052
35741	-43.490222	172.689601	18.76	214.9409734730565	0.19472833282340538
35742	-43.490344	172.689537	20.11	196.2633211395539	0.16088259277665248
35804	-43.510524	172.71359	20.2	196.41596989434944	0.12341033651636599
35806	-43.510331	172.713692	20.2	190.24315651003377	0.14390865319832402
35810	-43.490558	172.689326	18.11	187.5690637479526	0.21433015606425362
35811	-43.490378	172.689425	18.26	178.52483267794966	0.20136709774746137
35816	-43.493877	172.696002	18.05	219.80350318520323	0.18775813788046475
35817	-43.494072	172.695907	20.04	214.99188615850008	0.15019930705909612
35833	-43.517743	172.710009	15.57	196.16591376214723	0.23259974475216594
35834	-43.51795	172.709968	18.44	185.58864533358718	0.183018956086539
35835	-43.517872	172.710079	20.05	187.21576801868594	0.15954724787976787
296	-43.4892244	172.68146	20.17	183.9768708632864	0.13716006722540253
297	-43.4898291	172.68125	18.47	179.67459828609867	0.20569354723726516
355	-43.4844352	172.679674	29.99	184.96041080333947	0.044335558968630874
720	-43.5144253	172.646163	24.25	150.4736386747719	0.09882050962981724
2069	-43.5182974	172.633997	9.09	178.57645331410123	0.41079615028980865
2070	-43.4738934	172.67777	20.0	220.08443965794865	0.1590477089331011
3846	-43.5132688	172.644623	20.02	166.3149833079744	0.1627629947325611
3847	-43.5113803	172.644122	20.02	164.28426792560296	0.13250507784780552
3849	-43.5120689	172.64124	20.0	184.21999454748448	0.18583808232454946
4607	-43.5130949	172.64508	20.0	170.44321819770772	0.16231836319400678
4978	-43.4881619	172.681089	20.02	199.76005512370514	0.14995975001409892
4979	-43.4876226	172.680896	20.08	206.04674782932608	0.14105790374154456
5035	-43.5182225	172.640748	20.0	170.05321438384848	0.16707892165950966
5256	-43.5170721	172.63816	20.01	169.61029119051264	0.17617508966259962
5266	-43.5182195	172.640871	20.01	163.0300208661385	0.14612599570055962
5583	-43.5000879	172.62375	7.44	163.12387920868343	0.34694454914968864
6298	-43.4873534	172.680789	17.66	216.35787995268242	0.2519737711933839
9049	-43.499909	172.623833	6.9601	171.5865654524884	0.29808153375494245
9167	-43.4974186	172.61952	7.1201	187.68232419184773	0.41017910364624555
9338	-43.5136076	172.644472	15.01	168.81041116259792	0.29324433380635334
9342	-43.513581	172.644596	15.06	165.54538908025162	0.2961397740829682
10217	-43.5200251	172.640796	21.29	165.55816622502843	0.14181698233929002
11750	-43.5200582	172.641567	20.16	162.1505208661129	0.1576919359674795
11751	-43.5201747	172.641403	20.05	169.90331085733555	0.1565512510887576
12101	-43.5228236	172.643849	16.66	185.51454112070226	0.26584752676622087
12174	-43.5155389	172.644511	19.02	164.52501567013795	0.17150158157973552
12249	-43.5190223	172.644861	13.19	205.29439317241338	0.38143770152055356
14206	-43.5121419	172.640887	20.0	179.71176429807352	0.117064077465801
14689	-43.5204329	172.641152	10.52	182.03280050803212	0.446709032774973
14771	-43.5242781	172.642928	14.82	204.86334554141825	0.3139620024842102
14833	-43.5141035	172.644016	20.5	171.6584709736019	0.14463356622818171
14939	-43.5234847	172.642712	17.08	163.73261762612458	0.20618330859340075
15300	-43.4992556	172.624169	7.38	166.88409605994013	0.35795580368559426
15344	-43.5242761	172.6428	20.5	194.70295957224647	0.15100203380842286
16160	-43.5221052	172.643689	20.01	163.87625819985084	0.16700160533990455
16293	-43.4758821	172.672476	15.05	230.79419425345503	0.24298093229238169
16725	-43.4806353	172.67522	26.16	207.84485865408362	0.06335101119576302
16729	-43.4798121	172.673889	15.05	225.44828328591944	0.26491722031424003
16738	-43.476338	172.671299	27.86	201.4757813434284	0.057405534891330705
16739	-43.4755231	172.669733	15.0	230.3533234610547	0.27111950598486745
16740	-43.4745539	172.670876	15.0	227.0376445622309	0.23365076756788075
