H [m],qc [MPa],fs [MPa],u2 [MPa],TA [degrees],v [cm/s],Rf [%],Uo [MPa],qt [MPa],ft [MPa],Rf(qc) [%],Rfd [%],soil [],UW [kN/m3]
6.22,4.753,0.032,0.0239,4.550,20.000,0.665,0.000,4.763,0.032,0.671,0.578,0,19.00
6.24,4.865,0.030,0.0234,4.550,21.000,0.619,0.000,4.875,0.030,0.625,0.523,0,19.00
6.26,6.021,0.029,0.0236,4.550,23.000,0.482,0.000,6.030,0.029,0.487,0.496,0,19.00
6.28,6.115,0.033,0.0232,4.560,21.000,0.535,0.000,6.124,0.033,0.540,0.547,0,19.00
6.30,6.274,0.028,0.0230,4.560,23.000,0.439,0.000,6.284,0.028,0.443,0.450,0,19.00
6.32,6.745,0.032,0.0227,4.570,25.000,0.466,0.000,6.754,0.031,0.470,0.501,0,19.00
6.34,7.009,0.027,0.0222,4.630,26.000,0.389,0.000,7.018,0.027,0.392,0.421,0,19.00
6.36,6.902,0.027,0.0222,4.650,29.000,0.395,0.000,6.911,0.027,0.398,0.406,0,19.00
6.38,7.214,0.024,0.0218,4.660,30.000,0.331,0.000,7.223,0.024,0.334,0.348,0,19.00
6.40,7.024,0.026,0.0218,4.680,27.000,0.368,0.000,7.033,0.026,0.372,0.363,0,19.00
6.42,6.740,0.021,0.0214,4.680,18.000,0.309,0.000,6.748,0.021,0.313,0.279,0,19.00
6.44,6.931,0.023,0.0214,4.690,24.000,0.336,0.000,6.940,0.023,0.339,0.298,0,19.00
6.46,7.501,0.019,0.0209,4.690,21.000,0.256,0.000,7.510,0.019,0.259,0.242,0,19.00
6.48,7.734,0.025,0.0209,4.670,23.000,0.324,0.000,7.743,0.025,0.327,0.305,0,19.00
6.50,9.046,0.029,0.0206,4.670,23.000,0.317,0.000,9.055,0.029,0.319,0.337,0,19.50
6.52,10.259,0.033,0.0183,4.710,23.000,0.316,0.000,10.267,0.032,0.318,0.365,0,19.50
6.54,10.523,0.073,0.0101,4.710,23.000,0.691,0.000,10.527,0.073,0.692,0.772,0,19.50
6.56,8.269,0.039,0.0102,4.770,26.000,0.468,0.000,8.273,0.039,0.469,0.391,0,19.00
6.58,10.109,0.045,0.0092,4.740,26.000,0.439,0.000,10.113,0.044,0.440,0.424,0,19.50
6.60,10.135,0.055,0.0052,4.650,30.000,0.538,0.000,10.137,0.055,0.539,0.496,0,19.50
6.62,11.018,0.084,-0.0015,4.660,31.000,0.766,0.000,11.018,0.084,0.766,0.741,0,19.00
6.64,12.163,0.084,-0.0015,4.760,31.000,0.694,0.000,12.162,0.084,0.694,0.723,0,19.50
6.66,12.328,0.113,-0.0128,4.790,29.000,0.916,0.000,12.323,0.113,0.915,0.952,0,19.00
6.68,13.962,0.096,-0.0173,4.840,30.000,0.688,0.000,13.955,0.096,0.686,0.784,0,19.50
6.70,13.261,0.101,-0.0202,4.910,30.000,0.767,0.000,13.252,0.102,0.765,0.816,0,19.50
6.72,13.261,0.126,-0.0212,4.910,31.000,0.950,0.000,13.252,0.126,0.948,0.994,0,19.00
6.74,13.414,0.151,-0.0234,4.970,29.000,1.125,0.000,13.405,0.151,1.123,1.176,0,19.00
6.76,12.383,0.131,-0.0238,4.920,25.000,1.061,0.000,12.374,0.131,1.059,1.018,0,19.00
6.78,12.454,0.126,-0.0235,5.110,22.000,1.015,0.000,12.444,0.126,1.013,0.976,0,19.00
6.80,12.243,0.118,-0.0239,5.140,24.000,0.964,0.000,12.233,0.118,0.961,0.918,0,19.00
6.82,12.615,0.127,-0.0285,5.200,25.000,1.011,0.000,12.603,0.127,1.008,0.983,0,19.00
6.84,12.798,0.132,-0.0312,5.200,25.000,1.033,0.000,12.785,0.132,1.029,0.995,0,19.00
6.86,12.980,0.134,-0.0383,5.210,26.000,1.040,0.000,12.964,0.135,1.036,0.983,0,19.00
6.88,12.777,0.147,-0.0495,5.220,26.000,1.152,0.000,12.757,0.147,1.147,1.020,0,19.00
6.90,12.916,0.163,-0.0548,5.230,26.000,1.268,0.000,12.894,0.164,1.262,1.065,0,19.00
6.92,14.426,0.220,-0.0613,5.230,28.000,1.535,0.000,14.401,0.221,1.528,1.362,0,19.00
6.94,16.542,0.222,-0.0683,5.210,28.000,1.347,0.000,16.514,0.222,1.341,1.450,0,19.00
6.96,18.320,0.233,-0.0730,5.220,21.000,1.275,0.000,18.290,0.233,1.269,1.498,0,19.00
6.98,19.885,0.247,-0.0740,5.220,18.000,1.248,0.000,19.855,0.248,1.243,1.496,0,19.50
7.00,22.781,0.256,-0.0746,5.260,16.000,1.129,0.000,22.750,0.257,1.125,1.461,0,19.50
7.02,22.023,0.218,-0.0753,5.310,13.000,0.993,0.000,21.992,0.218,0.988,1.161,0,19.50
7.04,2.787,0.096,-0.0740,5.540,36.000,3.495,0.000,2.757,0.096,3.430,0.479,0,18.00
7.06,15.330,0.118,-0.0743,5.540,27.000,0.773,0.000,15.300,0.118,0.767,0.566,0,19.50
7.08,23.872,0.128,-0.0745,5.540,13.000,0.540,0.000,23.842,0.129,0.537,0.602,0,19.50
7.10,23.985,0.179,-0.0732,5.540,21.000,0.749,0.000,23.955,0.180,0.745,0.826,0,19.50
7.12,26.282,0.166,-0.0734,5.470,27.000,0.636,0.000,26.252,0.167,0.632,0.773,0,19.50
7.14,27.797,0.194,-0.0750,5.400,24.000,0.703,0.000,27.766,0.195,0.699,0.910,0,19.50
7.16,25.433,0.271,-0.0746,5.510,22.000,1.071,0.000,25.402,0.272,1.066,1.178,0,19.50
7.18,23.862,0.305,-0.0745,5.540,21.000,1.284,0.000,23.832,0.306,1.279,1.297,0,19.50
7.20,24.067,0.333,-0.0748,5.560,20.000,1.388,0.000,24.036,0.334,1.383,1.431,0,19.00
7.22,21.039,0.408,-0.0731,5.530,19.000,1.947,0.000,21.009,0.409,1.941,1.784,0,19.00
7.24,20.620,0.411,-0.0726,5.580,21.000,2.001,0.000,20.590,0.412,1.995,1.858,0,19.00
7.26,20.950,0.401,-0.0725,5.600,22.000,1.919,0.000,20.920,0.401,1.913,1.884,0,19.00
7.28,21.043,0.437,-0.0713,5.600,24.000,2.082,0.000,21.014,0.437,2.075,2.137,0,18.50
7.30,20.737,0.471,-0.0717,5.560,26.000,2.279,0.000,20.708,0.472,2.273,2.415,0,18.50
7.32,19.912,0.500,-0.0733,5.570,27.000,2.518,0.000,19.882,0.501,2.510,2.691,0,18.50
7.34,17.988,0.398,-0.0733,5.590,29.000,2.219,0.000,17.958,0.398,2.211,2.235,0,18.50
7.36,18.248,0.376,-0.0745,5.600,28.000,2.066,0.000,18.217,0.376,2.058,2.202,0,18.50
7.38,16.284,0.365,-0.0731,5.560,28.000,2.249,0.000,16.254,0.366,2.241,2.264,0,18.50
7.40,13.749,0.400,-0.0726,5.560,30.000,2.918,0.000,13.720,0.400,2.906,2.672,0,18.00
7.42,13.749,0.383,-0.0721,5.560,29.000,2.797,0.000,13.720,0.384,2.786,2.800,0,18.50
7.44,12.455,0.389,-0.0726,5.580,32.000,3.133,0.000,12.425,0.389,3.120,3.128,0,18.00
7.46,12.548,0.368,-0.0719,5.490,29.000,2.945,0.000,12.518,0.369,2.933,3.244,0,18.00
7.48,10.558,0.388,-0.0726,5.530,30.000,3.689,0.000,10.528,0.388,3.671,3.810,0,18.00
7.50,8.256,0.388,-0.0726,5.560,31.000,4.721,0.000,8.226,0.388,4.695,4.243,0,20.50
7.52,6.717,0.403,-0.0722,5.590,31.000,6.033,0.000,6.687,0.403,5.995,4.796,0,20.50
