H [m],qc [MPa],fs [MPa],u2 [MPa],TA [degrees],v [cm/s],Rf [%],Uo [MPa],qt [MPa],ft [MPa],Rf(qc) [%],Rfd [%],soil [],UW [kN/m3]
3.22,0.311,0.003,0.0025,2.140,27.000,0.858,0.000,0.312,0.003,0.869,1.014,0,17.50
3.24,0.334,0.003,0.0025,2.130,27.000,0.887,0.000,0.335,0.003,0.897,1.072,0,17.50
3.26,0.314,0.004,0.0027,2.130,2.000,1.323,0.000,0.316,0.004,1.336,1.418,0,17.50
3.28,0.310,0.003,0.0028,2.130,17.000,1.084,0.000,0.311,0.003,1.097,1.088,0,17.50
3.30,0.315,0.003,0.0028,2.130,16.000,0.971,0.000,0.316,0.003,0.983,0.955,0,17.50
3.32,0.320,0.003,0.0029,2.130,18.000,0.863,0.000,0.321,0.003,0.876,0.846,0,17.50
3.34,0.324,0.004,0.0030,2.130,17.000,1.127,0.000,0.326,0.004,1.141,1.106,0,17.50
3.36,0.344,0.004,0.0031,2.130,22.000,1.033,0.000,0.345,0.004,1.046,1.069,0,17.50
3.38,0.357,0.004,0.0030,2.130,21.000,1.109,0.000,0.358,0.004,1.121,1.180,0,17.50
3.40,0.358,0.004,0.0031,2.130,21.000,1.161,0.000,0.359,0.004,1.174,1.231,0,17.50
3.42,0.354,0.004,0.0032,2.130,22.000,1.116,0.000,0.355,0.004,1.130,1.167,0,17.50
3.44,0.350,0.004,0.0032,2.140,22.000,1.071,0.000,0.352,0.004,1.084,1.104,0,17.50
3.46,0.356,0.004,0.0032,2.140,22.000,1.139,0.000,0.357,0.004,1.152,1.184,0,17.50
3.48,0.339,0.004,0.0033,2.140,23.000,1.225,0.000,0.340,0.004,1.240,1.210,0,17.50
3.50,0.334,0.004,0.0034,2.160,23.000,1.152,0.000,0.336,0.004,1.167,1.118,0,17.50
3.52,0.334,0.004,0.0034,2.160,23.000,1.122,0.000,0.336,0.004,1.137,1.020,0,17.50
3.54,0.335,0.004,0.0035,2.170,22.000,1.089,0.000,0.337,0.004,1.104,0.789,0,17.50
3.56,0.346,0.003,0.0035,2.170,22.000,0.911,0.000,0.347,0.003,0.925,0.517,0,17.50
3.58,0.355,0.003,0.0035,2.170,22.000,0.832,0.000,0.357,0.003,0.845,0.411,0,17.50
3.60,0.376,0.003,0.0036,2.210,22.000,0.839,0.000,0.377,0.003,0.852,0.393,0,17.50
3.62,0.617,0.004,0.0039,2.220,20.000,0.705,0.000,0.619,0.004,0.713,0.484,0,17.50
3.64,1.415,0.009,0.0039,2.230,21.000,0.668,0.000,1.416,0.009,0.671,0.908,0,18.00
3.66,1.998,0.005,0.0040,2.250,19.000,0.233,0.000,2.000,0.005,0.235,0.386,0,18.50
3.68,1.575,0.009,0.0039,2.250,20.000,0.537,0.000,1.576,0.008,0.540,0.615,0,18.00
3.70,1.275,0.010,0.0039,2.250,20.000,0.780,0.000,1.276,0.010,0.784,0.649,0,18.00
3.72,1.374,0.014,0.0041,2.250,20.000,0.978,0.000,1.376,0.013,0.982,0.788,0,18.00
3.74,1.849,0.024,0.0041,2.250,16.000,1.278,0.000,1.851,0.024,1.282,1.253,0,18.00
3.76,2.227,0.024,0.0040,2.250,17.000,1.075,0.000,2.229,0.024,1.078,1.199,0,18.00
3.78,2.146,0.023,0.0039,2.270,21.000,1.088,0.000,2.147,0.023,1.091,1.143,0,18.00
3.80,2.101,0.025,0.0041,2.270,22.000,1.177,0.000,2.103,0.025,1.180,1.171,0,18.00
3.82,2.270,0.024,0.0043,2.250,22.000,1.059,0.000,2.272,0.024,1.062,1.099,0,18.00
3.84,2.568,0.024,0.0044,2.250,24.000,0.925,0.000,2.569,0.024,0.927,1.070,0,18.50
3.86,2.639,0.017,0.0042,2.280,25.000,0.657,0.000,2.641,0.017,0.659,0.796,0,18.50
3.88,2.500,0.013,0.0134,2.270,24.000,0.498,0.000,2.505,0.012,0.504,0.602,0,18.50
3.90,2.346,0.012,0.0246,2.250,24.000,0.512,0.000,2.356,0.012,0.524,0.620,0,18.50
3.92,2.094,0.011,0.0256,2.290,23.000,0.529,0.000,2.105,0.011,0.544,0.607,0,18.50
3.94,1.735,0.010,0.0255,2.260,24.000,0.541,0.000,1.745,0.009,0.559,0.552,0,18.00
3.96,1.426,0.008,0.0255,2.290,25.000,0.518,0.000,1.437,0.007,0.540,0.478,0,18.00
3.98,1.185,0.008,0.0255,2.290,25.000,0.656,0.000,1.196,0.008,0.683,0.556,0,18.00
4.00,0.947,0.014,0.0254,2.340,81.000,1.384,0.000,0.957,0.013,1.426,1.026,0,18.00
4.02,0.947,0.014,0.0254,2.340,81.000,1.384,0.000,0.957,0.013,1.426,1.136,0,18.00
4.04,0.947,0.014,0.0254,2.340,81.000,1.384,0.000,0.957,0.013,1.426,1.273,0,18.00
4.06,0.947,0.014,0.0254,2.340,81.000,1.384,0.000,0.957,0.013,1.426,1.308,0,18.00
4.08,0.947,0.014,0.0254,2.340,81.000,1.384,0.000,0.957,0.013,1.426,1.313,0,18.00
4.10,0.947,0.014,0.0254,2.340,81.000,1.384,0.000,0.957,0.013,1.426,1.325,0,18.00
4.12,0.947,0.014,0.0254,2.340,81.000,1.384,0.000,0.957,0.013,1.426,1.334,0,18.00
4.14,0.695,0.007,0.0470,2.250,0.000,0.943,0.000,0.714,0.007,1.036,0.717,0,17.50
4.16,1.419,0.015,0.0461,2.270,29.000,1.011,0.000,1.438,0.015,1.057,1.513,0,18.00
4.18,1.380,0.023,0.0437,2.270,35.000,1.586,0.000,1.397,0.022,1.638,2.314,0,18.00
4.20,1.089,0.023,0.0437,2.280,34.000,2.001,0.000,1.107,0.022,2.074,2.316,0,18.00
4.22,0.865,0.024,0.0437,2.270,31.000,2.701,0.000,0.883,0.024,2.808,2.503,0,18.00
4.24,0.865,0.033,0.0437,2.270,32.000,3.720,0.000,0.883,0.033,3.847,3.521,0,17.50
4.26,0.803,0.030,0.0439,2.290,32.000,3.636,0.000,0.821,0.030,3.772,3.265,0,17.50
4.28,0.785,0.024,0.0513,2.300,33.000,2.914,0.000,0.806,0.023,3.057,2.842,0,18.00
4.30,0.938,0.024,0.0513,2.330,32.000,2.450,0.000,0.959,0.023,2.559,3.165,0,18.00
4.32,0.892,0.024,0.0593,2.290,25.000,2.610,0.000,0.916,0.024,2.748,3.516,0,18.00
4.34,0.672,0.022,0.0631,2.340,27.000,3.047,0.000,0.698,0.021,3.258,3.344,0,17.50
4.36,0.500,0.022,0.0628,2.350,39.000,4.049,0.000,0.525,0.021,4.384,3.573,0,17.50
4.38,0.500,0.013,0.0627,2.350,41.000,2.374,0.000,0.525,0.012,2.622,2.271,0,18.00
4.40,0.432,0.011,0.0626,2.340,38.000,2.268,0.000,0.457,0.010,2.547,2.023,0,17.50
4.42,0.412,0.011,0.0626,2.370,35.000,2.370,0.000,0.438,0.010,2.670,2.243,0,17.50
4.44,0.405,0.010,0.0626,2.380,33.000,2.108,0.000,0.430,0.009,2.397,2.174,0,17.50
4.46,0.405,0.009,0.0626,2.380,32.000,1.946,0.000,0.430,0.008,2.224,2.135,0,18.00
4.48,0.405,0.009,0.0627,2.370,31.000,1.969,0.000,0.430,0.008,2.249,2.205,0,18.00
4.50,0.421,0.010,0.0626,2.370,32.000,2.099,0.000,0.447,0.009,2.375,2.471,0,18.00
4.52,0.351,0.010,0.0626,2.390,31.000,2.486,0.000,0.377,0.009,2.846,2.496,0,17.50
4.54,0.407,0.010,0.0625,2.530,10.000,2.119,0.000,0.433,0.009,2.405,2.458,0,17.50
4.56,0.399,0.009,0.0625,2.510,11.000,2.089,0.000,0.425,0.009,2.379,2.391,0,17.50
4.58,0.403,0.010,0.0627,2.530,11.000,2.117,0.000,0.429,0.009,2.408,2.435,0,17.50
4.60,0.411,0.010,0.0626,2.530,14.000,2.238,0.000,0.437,0.010,2.530,2.482,0,17.50
4.62,0.389,0.010,0.0627,2.520,12.000,2.239,0.000,0.414,0.009,2.548,2.128,0,17.50
4.64,0.390,0.009,0.0627,2.530,16.000,2.037,0.000,0.416,0.008,2.332,1.656,0,17.50
4.66,0.389,0.009,0.0628,2.550,11.000,2.041,0.000,0.415,0.008,2.337,1.425,0,17.50
4.68,0.416,0.009,0.0628,2.540,12.000,1.988,0.000,0.441,0.009,2.262,1.300,0,18.00
4.70,0.632,0.010,0.0631,2.540,15.000,1.393,0.000,0.658,0.009,1.550,1.223,0,18.00
4.72,0.930,0.013,0.0636,2.540,18.000,1.252,0.000,0.956,0.012,1.355,1.373,0,18.00
4.74,1.279,0.015,0.0636,2.520,17.000,1.077,0.000,1.305,0.014,1.149,1.448,0,18.00
4.76,1.387,0.016,0.0630,2.530,17.000,1.088,0.000,1.413,0.015,1.154,1.466,0,18.00
4.78,1.326,0.020,0.0629,2.520,23.000,1.396,0.000,1.352,0.019,1.470,1.677,0,18.00
4.80,1.266,0.023,0.0630,2.530,20.000,1.763,0.000,1.292,0.023,1.849,1.909,0,18.00
4.82,1.692,0.019,0.0628,2.510,21.000,1.093,0.000,1.718,0.019,1.147,1.550,0,18.00
4.84,1.459,0.018,0.0627,2.520,21.000,1.170,0.000,1.485,0.017,1.234,1.460,0,18.00
4.86,1.233,0.023,0.0624,2.500,18.000,1.746,0.000,1.259,0.022,1.833,1.943,0,18.00
4.88,1.172,0.029,0.0624,2.490,16.000,2.395,0.000,1.197,0.029,2.500,2.721,0,18.00
4.90,1.106,0.027,0.0625,2.490,13.000,2.349,0.000,1.131,0.027,2.460,2.764,0,18.00
4.92,0.922,0.027,0.0615,2.490,20.000,2.837,0.000,0.948,0.027,2.981,3.043,0,18.00
4.94,0.721,0.027,0.0612,2.490,19.000,3.578,0.000,0.746,0.027,3.787,3.471,0,17.50
4.96,0.508,0.025,0.0611,2.490,17.000,4.578,0.000,0.533,0.024,4.924,3.629,0,17.50
4.98,0.439,0.025,0.0611,2.490,15.000,5.362,0.000,0.464,0.025,5.807,4.146,0,17.50
5.00,0.305,0.013,0.0615,2.460,0.000,3.837,0.000,0.331,0.013,4.355,2.442,0,17.50
5.02,0.385,0.016,0.0620,2.610,9.000,3.846,0.000,0.410,0.016,4.261,3.416,0,17.50
5.04,0.401,0.014,0.0621,2.650,12.000,3.207,0.000,0.427,0.014,3.565,3.303,0,17.50
5.06,0.385,0.015,0.0620,2.650,6.000,3.553,0.000,0.410,0.015,3.949,3.766,0,17.50
5.08,0.421,0.012,0.0624,2.670,17.000,2.615,0.000,0.447,0.012,2.922,3.124,0,17.50
5.10,0.398,0.008,0.0622,2.670,19.000,1.764,0.000,0.424,0.007,2.033,2.075,0,17.50
5.12,0.396,0.009,0.0623,2.670,17.000,2.060,0.000,0.421,0.009,2.350,2.315,0,17.50
5.14,0.403,0.009,0.0624,2.670,17.000,1.955,0.000,0.428,0.008,2.234,2.208,0,18.00
5.16,0.398,0.009,0.0625,2.670,17.000,1.999,0.000,0.424,0.008,2.284,2.206,0,18.00
5.18,0.399,0.009,0.0626,2.670,18.000,2.018,0.000,0.425,0.009,2.304,2.204,0,18.00
5.20,0.402,0.009,0.0629,2.670,19.000,1.980,0.000,0.428,0.008,2.264,2.174,0,18.00
5.22,0.430,0.009,0.0626,2.670,19.000,1.882,0.000,0.456,0.009,2.140,2.185,0,18.00
5.24,0.451,0.009,0.0632,2.670,24.000,1.818,0.000,0.477,0.009,2.063,2.190,0,18.00
5.26,0.454,0.009,0.0629,2.670,25.000,1.702,0.000,0.480,0.008,1.937,2.055,0,17.50
5.28,0.439,0.009,0.0629,2.670,23.000,1.758,0.000,0.465,0.008,2.004,2.037,0,17.50
5.30,0.433,0.010,0.0630,2.670,22.000,1.978,0.000,0.459,0.009,2.242,2.233,0,18.00
5.32,0.426,0.010,0.0631,2.670,22.000,2.160,0.000,0.452,0.010,2.439,2.385,0,18.00
5.34,0.435,0.011,0.0630,2.660,20.000,2.165,0.000,0.460,0.010,2.439,2.430,0,18.00
5.36,0.442,0.011,0.0631,2.670,21.000,2.196,0.000,0.468,0.010,2.467,2.485,0,18.00
5.38,0.440,0.011,0.0632,2.640,22.000,2.204,0.000,0.466,0.010,2.477,2.428,0,18.00
5.40,0.426,0.010,0.0632,2.620,22.000,2.120,0.000,0.451,0.010,2.397,2.193,0,18.00
5.42,0.421,0.010,0.0633,2.630,21.000,2.073,0.000,0.447,0.009,2.352,2.073,0,18.00
5.44,0.432,0.009,0.0636,2.630,21.000,1.892,0.000,0.458,0.009,2.154,1.909,0,18.00
5.46,0.478,0.009,0.0636,2.620,21.000,1.719,0.000,0.504,0.009,1.946,1.898,0,18.00
5.48,0.567,0.011,0.0637,2.630,21.000,1.799,0.000,0.593,0.011,1.995,2.293,0,18.00
5.50,0.618,0.012,0.0638,2.590,21.000,1.717,0.000,0.644,0.011,1.893,2.170,0,18.00
5.52,0.571,0.013,0.0638,2.590,21.000,2.137,0.000,0.597,0.013,2.347,2.036,0,18.00
5.54,0.529,0.014,0.0637,2.590,22.000,2.388,0.000,0.556,0.013,2.626,1.619,0,18.00
5.56,0.468,0.012,0.0638,2.590,22.000,2.198,0.000,0.494,0.011,2.457,1.020,0,18.00
5.58,0.472,0.011,0.0638,2.570,22.000,2.042,0.000,0.498,0.010,2.290,0.738,0,18.00
5.60,0.951,0.014,0.0640,2.570,23.000,1.367,0.000,0.978,0.013,1.472,0.730,0,18.00
5.62,1.732,0.018,0.0645,2.560,22.000,0.964,0.000,1.758,0.017,1.016,0.735,0,18.00
5.64,2.626,0.022,0.0614,2.560,23.000,0.795,0.000,2.651,0.021,0.826,0.749,0,18.50
5.66,3.392,0.013,0.0511,2.560,22.000,0.372,0.000,3.413,0.013,0.389,0.387,0,18.50
5.68,4.170,0.013,0.0481,2.560,22.000,0.301,0.000,4.190,0.013,0.314,0.333,0,19.00
5.70,5.554,0.012,0.0477,2.560,23.000,0.201,0.000,5.574,0.011,0.211,0.267,0,19.00
5.72,5.886,0.014,0.0476,2.540,22.000,0.234,0.000,5.905,0.014,0.243,0.299,0,19.00
5.74,6.095,0.016,0.0474,2.550,21.000,0.256,0.000,6.114,0.016,0.264,0.311,0,19.00
5.76,6.219,0.020,0.0471,2.540,21.000,0.316,0.000,6.239,0.020,0.325,0.367,0,19.00
5.78,6.161,0.017,0.0469,2.520,21.000,0.271,0.000,6.181,0.017,0.279,0.292,0,19.00
5.80,5.374,0.015,0.0473,2.530,23.000,0.277,0.000,5.393,0.015,0.287,0.245,0,19.00
5.82,5.440,0.017,0.0473,2.580,22.000,0.308,0.000,5.459,0.017,0.318,0.262,0,19.00
5.84,5.975,0.015,0.0471,2.630,21.000,0.246,0.000,5.995,0.015,0.254,0.221,0,19.00
5.86,6.291,0.016,0.0470,2.630,20.000,0.240,0.000,6.310,0.015,0.248,0.219,0,19.00
5.88,7.696,0.017,0.0462,2.570,21.000,0.216,0.000,7.715,0.017,0.222,0.251,0,19.00
5.90,8.585,0.014,0.0456,2.530,20.000,0.162,0.000,8.604,0.014,0.168,0.205,0,19.50
5.92,8.984,0.013,0.0455,2.530,18.000,0.139,0.000,9.002,0.013,0.145,0.176,0,19.50
5.94,8.931,0.017,0.0454,2.520,17.000,0.188,0.000,8.949,0.017,0.194,0.223,0,19.50
5.96,8.703,0.016,0.0446,2.530,17.000,0.184,0.000,8.721,0.016,0.190,0.205,0,19.50
5.98,2.930,0.003,0.0454,2.530,0.000,0.083,0.000,2.948,0.002,0.099,0.035,0,18.50
6.00,8.351,0.007,0.0441,2.570,17.000,0.072,0.000,8.369,0.006,0.078,0.075,0,19.50
6.02,9.259,0.010,0.0438,2.660,16.000,0.105,0.000,9.277,0.010,0.110,0.115,0,19.50
6.04,9.545,0.010,0.0436,2.690,15.000,0.101,0.000,9.563,0.010,0.106,0.110,0,19.50
6.06,9.274,0.017,0.0433,2.640,15.000,0.180,0.000,9.292,0.017,0.185,0.185,0,19.50
6.08,9.746,0.018,0.0434,2.640,14.000,0.178,0.000,9.764,0.017,0.183,0.190,0,19.50
6.10,10.452,0.023,0.0434,2.650,14.000,0.216,0.000,10.470,0.023,0.221,0.233,0,19.50
6.12,11.611,0.016,0.0436,2.670,12.000,0.138,0.000,11.629,0.016,0.142,0.169,0,19.50
6.14,12.249,0.020,0.0421,2.670,11.000,0.156,0.000,12.266,0.019,0.159,0.203,0,19.50
6.16,10.300,0.038,0.0409,2.680,13.000,0.365,0.000,10.317,0.038,0.370,0.412,0,19.50
6.18,9.386,0.023,0.0393,2.620,14.000,0.244,0.000,9.402,0.023,0.248,0.261,0,19.50
6.20,8.755,0.038,0.0390,2.610,15.000,0.424,0.000,8.771,0.037,0.429,0.439,0,19.50
6.22,7.108,0.029,0.0390,2.550,16.000,0.406,0.000,7.124,0.029,0.412,0.360,0,19.00
6.24,7.041,0.027,0.0392,2.550,16.000,0.377,0.000,7.057,0.027,0.383,0.356,0,19.00
6.26,5.843,0.031,0.0389,2.530,16.000,0.528,0.000,5.859,0.031,0.536,0.459,0,19.00
6.28,5.760,0.018,0.0386,2.530,17.000,0.300,0.000,5.776,0.017,0.307,0.286,0,19.00
6.30,5.655,0.023,0.0386,2.510,13.000,0.404,0.000,5.671,0.023,0.412,0.419,0,19.00
6.32,5.925,0.045,0.0382,2.470,12.000,0.748,0.000,5.940,0.044,0.756,0.905,0,19.00
6.34,5.516,0.038,0.0382,2.490,12.000,0.680,0.000,5.531,0.038,0.689,0.858,0,19.00
6.36,3.730,0.059,0.0379,2.520,13.000,1.562,0.000,3.746,0.059,1.579,1.520,0,18.50
6.38,3.418,0.055,0.0374,2.530,12.000,1.585,0.000,3.433,0.054,1.603,1.611,0,18.00
6.40,2.414,0.076,0.0369,2.540,13.000,3.105,0.000,2.429,0.075,3.140,2.591,0,18.00
6.42,2.065,0.067,0.0372,2.600,14.000,3.207,0.000,2.081,0.067,3.249,2.734,0,18.00
6.44,1.337,0.060,0.0372,2.620,15.000,4.387,0.000,1.352,0.059,4.465,3.053,0,17.50
6.46,0.960,0.057,0.0373,2.600,15.000,5.824,0.000,0.976,0.057,5.956,3.801,0,17.50
6.48,0.635,0.070,0.0375,2.580,15.000,10.719,0.000,0.650,0.070,11.038,5.742,0,17.50
6.50,0.525,0.041,0.0377,2.610,16.000,7.425,0.000,0.540,0.040,7.716,4.216,0,17.50
6.52,0.472,0.024,0.0380,2.610,15.000,4.921,0.000,0.488,0.024,5.164,3.133,0,17.50
6.54,0.439,0.022,0.0380,2.610,14.000,4.689,0.000,0.455,0.021,4.942,3.344,0,17.50
6.56,0.557,0.012,0.0381,2.600,14.000,1.978,0.000,0.572,0.011,2.102,1.670,0,18.00
6.58,0.606,0.009,0.0379,2.620,14.000,1.354,0.000,0.622,0.008,1.452,0.883,0,17.50
6.60,0.557,0.012,0.0380,2.610,14.000,2.049,0.000,0.572,0.012,2.174,0.706,0,18.00
6.62,0.414,0.011,0.0379,2.600,14.000,2.520,0.000,0.429,0.011,2.707,0.424,0,17.50
6.64,0.636,0.009,0.0379,2.600,14.000,1.354,0.000,0.652,0.009,1.447,0.243,0,17.50
6.66,1.904,0.019,0.0376,2.630,15.000,0.970,0.000,1.920,0.019,0.998,0.375,0,18.00
6.68,4.212,0.018,0.0375,2.700,12.000,0.412,0.000,4.227,0.017,0.423,0.277,0,19.00
6.70,8.543,0.027,0.0381,2.820,9.000,0.310,0.000,8.559,0.027,0.315,0.341,0,19.50
6.72,10.738,0.027,0.0314,2.880,10.000,0.253,0.000,10.751,0.027,0.256,0.288,0,19.50
6.74,13.099,0.038,-0.0145,2.910,9.000,0.288,0.000,13.093,0.038,0.286,0.333,0,19.50
6.76,14.522,0.063,-0.0388,2.980,8.000,0.437,0.000,14.506,0.063,0.434,0.488,0,19.50
6.78,15.399,0.078,-0.0442,3.000,10.000,0.509,0.000,15.381,0.078,0.505,0.536,0,19.50
6.80,16.740,0.106,-0.0437,2.920,10.000,0.639,0.000,16.722,0.107,0.636,0.667,0,19.50
6.82,18.665,0.127,-0.0434,2.820,8.000,0.686,0.000,18.647,0.128,0.683,0.748,0,19.50
6.84,19.506,0.134,-0.0455,2.820,10.000,0.688,0.000,19.487,0.134,0.685,0.745,0,19.50
6.86,18.761,0.204,-0.0484,2.810,8.000,1.092,0.000,18.741,0.205,1.088,1.151,0,19.50
6.88,19.441,0.209,-0.0489,2.790,9.000,1.080,0.000,19.421,0.210,1.076,1.153,0,19.50
6.90,20.126,0.211,-0.0509,2.780,9.000,1.053,0.000,20.105,0.212,1.049,1.130,0,19.50
6.92,20.420,0.167,-0.0558,2.760,26.000,0.823,0.000,20.397,0.168,0.820,0.879,0,19.50
6.94,20.605,0.157,-0.0564,2.760,11.000,0.766,0.000,20.582,0.158,0.762,0.821,0,19.50
6.96,10.869,0.069,-0.0534,2.730,0.000,0.644,0.000,10.847,0.070,0.638,0.362,0,19.50
6.98,18.979,0.087,-0.0543,2.720,7.000,0.464,0.000,18.956,0.088,0.461,0.456,0,19.50
7.00,21.429,0.071,-0.0546,2.720,7.000,0.334,0.000,21.406,0.071,0.331,0.369,0,19.50
7.02,20.651,0.101,-0.0547,2.650,7.000,0.491,0.000,20.628,0.101,0.488,0.522,0,19.50
7.04,19.606,0.209,-0.0545,2.630,8.000,1.071,0.000,19.584,0.210,1.067,1.086,0,19.50
7.06,19.405,0.221,-0.0547,2.630,7.000,1.143,0.000,19.382,0.222,1.139,1.147,0,19.50
7.08,19.489,0.194,-0.0551,2.530,7.000,0.999,0.000,19.466,0.195,0.995,0.964,0,19.50
7.10,20.030,0.188,-0.0549,2.440,10.000,0.943,0.000,20.008,0.189,0.939,0.928,0,19.50
7.12,20.917,0.174,-0.0551,2.410,10.000,0.837,0.000,20.895,0.175,0.833,0.864,0,19.50
7.14,19.983,0.166,-0.0549,2.390,11.000,0.833,0.000,19.961,0.166,0.829,0.815,0,19.50
7.16,20.670,0.141,-0.0551,2.390,13.000,0.688,0.000,20.647,0.142,0.685,0.684,0,19.50
7.18,20.324,0.132,-0.0552,2.390,15.000,0.654,0.000,20.301,0.133,0.650,0.632,0,19.50
7.20,20.538,0.128,-0.0556,2.390,17.000,0.627,0.000,20.515,0.129,0.623,0.603,0,19.50
7.22,20.209,0.157,-0.0560,2.390,18.000,0.780,0.000,20.186,0.157,0.776,0.731,0,19.50
7.24,22.469,0.153,-0.0560,2.390,18.000,0.683,0.000,22.446,0.153,0.680,0.703,0,19.50
7.26,23.524,0.229,-0.0556,2.390,17.000,0.978,0.000,23.501,0.230,0.975,1.035,0,19.50
7.28,22.124,0.275,-0.0561,2.340,15.000,1.248,0.000,22.101,0.276,1.244,1.218,0,19.50
7.30,22.879,0.285,-0.0563,2.330,15.000,1.251,0.000,22.856,0.286,1.247,1.258,0,19.50
7.32,22.600,0.196,-0.0561,2.300,16.000,0.870,0.000,22.577,0.196,0.866,0.870,0,19.50
7.34,23.838,0.195,-0.0558,2.200,15.000,0.822,0.000,23.815,0.196,0.818,0.876,0,19.50
7.36,24.639,0.235,-0.0559,2.200,15.000,0.957,0.000,24.616,0.236,0.954,1.078,0,19.50
7.38,25.385,0.264,-0.0560,2.200,15.000,1.044,0.000,25.362,0.265,1.041,1.241,0,19.50
7.40,21.180,0.289,-0.0563,2.200,19.000,1.370,0.000,21.157,0.290,1.366,1.388,0,19.00
7.42,18.821,0.399,-0.0560,2.180,17.000,2.126,0.000,18.798,0.400,2.120,1.968,0,18.50
7.44,17.475,0.443,-0.0559,2.200,16.000,2.543,0.000,17.452,0.444,2.536,2.245,0,18.50
7.46,17.328,0.408,-0.0559,2.180,16.000,2.359,0.000,17.305,0.408,2.353,2.118,0,18.50
7.48,17.875,0.387,-0.0556,2.180,17.000,2.174,0.000,17.853,0.388,2.168,2.068,0,18.50
